"country","year","militaryexpenditures","lifeExp","GDPpercap","GDP","HIV","healthcare","womenEd","menEd"
"Sweden",1994,2.36937235343038,78.5,45576212.33217,400193098554640,150,NA,11,11
"Switzerland",1994,1.44298393558786,78.4,65807058.3609028,450209790415680,350,NA,11.3,12.6
"Syria",1994,7.23175808781251,72.3,2363441.19547898,32637584309346.4,NA,NA,2.7,5.2
"Tajikistan",1994,1.94235645789861,64.1,344546.267367404,1961103949183.82,60,NA,8.1,9.8
"Tanzania",1994,1.29629073800268,54,563837.74384,15928882557148.5,63000,NA,2.3,4.2
"Thailand",1994,2.40815071362433,70.6,3716007.9254463,219715248645406,25000,NA,4.9,6
"Togo",1994,2.58451149463172,57.6,487322.840996286,1940901257471.27,1300,NA,1.2,3.4
"Trinidad and Tobago",1994,0.412804429306318,69.2,9822453.429377,12307534147009.4,150,NA,7.8,8.1
"Tunisia",1994,1.90340082712568,72.5,3629937.54408346,31999351426113.4,60,NA,2.3,5.7
"Turkey",1994,4.05849495858668,69.8,6998182.3131164,405273646438656,60,NA,3.6,6
"Turkmenistan",1994,1.75229357798165,63.4,1228658.26422028,5133195259678.96,NA,NA,8.6,9.6
"Uganda",1994,2.31803957484427,48.5,410377.270447402,8286925505125.22,110000,NA,2.1,4.5
"Ukraine",1994,2.50047966676526,67.5,1515278.72719479,78674849365239.4,150,NA,10.4,10.6
"United Kingdom",1994,3.25244196500079,76.6,41838445.8791588,2333511265726220,1500,NA,11.6,11.9
"United States",1994,4.11907111092045,75.8,59310138.820888,15606039587384960,56000,NA,12.9,13.1
"Uruguay",1994,2.57770627164105,73.3,12563872.7075398,40208689508593.4,60,NA,8.2,8
"Uzbekistan",1994,1.54136404552573,66.7,1027264.00194806,22987086571591.8,60,NA,9.1,10.1
"Venezuela",1994,1.64386295816325,72.4,10059900.6734599,217122836235286,2000,NA,6.5,6.8
"Vietnam",1994,2.64935521781604,70.3,574273.079176168,40672603696112.4,1000,NA,5.1,7
"Yemen",1994,8.40975412612848,59.7,975931.737620776,14180556528857.7,60,NA,NA,NA
"Zambia",1994,1.87938046062044,47.7,671414.380219306,5804465038275.62,44000,NA,3.2,5.7
"Albania",1995,2.09971303737436,73.7,1799565.87369428,5652619964992.86,NA,27.91080533,7.2,8.4
"Algeria",1995,2.95388320341583,71.6,3320008.38444076,93928319329168.6,60,62.05553769,2.4,3.1
"Angola",1995,4.70650167706635,50.9,503795.91058907,13397064259780.2,4300,15.5683875,1.5,3.5
"Argentina",1995,1.47307380287283,73.5,14359877.6523853,500515833154314,3500,615.26040908,8.5,8.5
"Armenia",1995,4.05931197996886,69.1,923838.720943102,2977692021698.34,60,25.7381196,9.6,9.9
"Australia",1995,2.0704497452478,78.3,37380873.1684324,673268988658096,600,1564.94428448,10.6,11
"Austria",1995,1.07211783703213,76.8,41384512.6254894,328935611241900,60,2856.18470456,9.7,10.9
"Azerbaijan",1995,2.73690130284,64.6,975452.726615904,7496354204043.22,60,18.24266198,9.1,10.5
"Bahrain",1995,4.68309552592439,73,23083752.107553,12905410207017.6,NA,481.88139619,4.9,6.6
"Bangladesh",1995,1.41504785764088,61.6,622333.140969862,73116023861135.2,60,NA,1.6,3.9
"Belarus",1995,1.72978173449333,68.2,1840067.80879867,18757651242893.6,60,69.12997733,10.1,10.3
"Belgium",1995,1.56352950795231,76.9,39879421.436611,404251618150546,60,2136.3335141,10.3,10.8
"Belize",1995,1.29832056442542,70.5,5735164.32170162,1242144461224.06,150,119.07609444,6.8,7.2
"Bolivia",1995,2.10329913069895,64.4,1898309.40519311,14182127192992.3,2100,40.18078585,4.6,6.6
"Botswana",1995,3.47621569187939,56.8,4966586.6687891,7874918949811.54,4100,124.78749863,3.6,3.5
"Brazil",1995,1.8621369803338,69,7212011.8344739,1167250859731850,12000,315.94209305,5.1,5.1
"Brunei",1995,6.03576751117735,74.7,38791040.0716354,11234428279306.6,NA,481.80261058,NA,NA
"Bulgaria",1995,2.38078555196871,71,3036101.35594974,25515402019105.4,60,81.82321796,10.3,10.5
"Burkina Faso",1995,1.27974927472066,51.3,352517.010102952,3769160519368.16,14000,10.72199245,0.4,1
"Burundi",1995,4.20226931256704,44.5,294896.739627218,1794963024822.71,9800,9.33915462,1.1,2.5
"Cambodia",1995,3.58086904305685,58.1,459781.281529772,5135404262444.62,3200,20.10800236,1.9,4.1
"Cameroon",1995,1.25405138078122,56.5,1056728.09088142,15980511806753.9,8400,25.13376615,2.4,4.7
"Canada",1995,1.55412091912155,78,40339077.9433834,1184113293950076,2500,1820.60901767,12.9,13
"Cape Verde",1995,1.27407720020129,68.3,1827808.91582394,721885820069.004,NA,62.84431573,1.9,3.4
"Central African Republic",1995,1.16,46.7,514056.379074252,1710621602020.75,6900,12.24985396,NA,NA
"Chad",1995,1.71809726276615,53.6,348132.946599272,2436271958659.94,3800,11.93951938,0.3,1.7
"Chile",1995,3.05907371601121,75.4,8516474.78184364,122717427985094,NA,332.91934521,8.4,8.7
"China",1995,1.72715264904094,68.4,1315985.20038054,1585571348604496,NA,21.14391059,4,6
"Colombia",1995,2.83162627876616,72,5185421.63537092,189025922361268,4700,186.30259731,5.2,5.6
"Croatia",1995,9.34561097285562,73,7801155.49926488,36423595025912.8,60,323.35682802,8.1,9.2
"Cyprus",1995,3.23060641541535,76.7,23735094.21,15448365827717.4,NA,706.38044547,9.5,10.6
"Czech Republic",1995,1.84360973243371,73.4,10396802.9110382,107370169489172,60,374.43104879,NA,NA
"Denmark",1995,1.71331329171346,75.6,53144296.9164982,278123928586784,120,2827.29975883,11.6,11.9
"Djibouti",1995,5.94872026770372,60.4,1800208.91272393,1127897491551.31,300,31.99253183,0.9,3.7
"Dominican Republic",1995,0.544012404241022,72.6,4342602.2528585,34377381297724,1800,108.32301053,NA,NA
"Ecuador",1995,2.35195091117545,72.3,2672159.89767538,30421220388044.8,1300,72.90344452,6.2,6.8
"Egypt",1995,3.89411764705882,67.4,2497465.39649842,155002217849852,60,37.44497199,3.3,6
"El Salvador",1995,1.69675412614914,70,3941400.71763768,22597630815904.6,350,105.69782229,4.8,5.7
"Equatorial Guinea",1995,2.10261017736974,48.5,1310279.25196009,579830912454.09,60,21.83155476,2.7,5.9
"Eritrea",1995,20.8417808774633,57.8,378339.183711526,1215415762690.83,600,8.43354757,0.9,2.3
"Estonia",1995,0.961203836198767,67.7,5714619.68763944,8209822017289.54,60,165.71357227,10.1,9.6
"Ethiopia",1995,1.58537458721913,49.2,227743.068259404,13101160913009.2,NA,3.99363832,0.4,1.4
"Fiji",1995,1.76116063372911,64.5,3910587.7133302,3033251270432.28,60,78.28403127,7.1,8.1
"Finland",1995,1.4594437041972,76.7,37717925.4250828,192655242306984,60,2010.20422132,10.6,10.6
"France",1995,3.03875213617194,78.2,38956351.6111872,2320062622042620,7500,2739.73277683,8.8,9.1
"Gambia",1995,0.367912141452357,62.6,1116025.60858549,1262871366700.75,60,21.22260284,1,2.4
"Germany",1995,1.6315390857452,76.6,42122593.0574236,3440491303996480,3300,3126.31438623,10.3,11.2
"Ghana",1995,0.761123366487351,60,474587.174909774,8057833737141.36,4400,19.95445266,3.4,6.1
"Greece",1995,3.20253859573093,77.8,19750049.6255243,210029631486932,350,1063.91142234,8.1,9.2
"Guatemala",1995,0.989939804261774,66.9,3173443.86470666,31784182379645.8,600,53.71958113,2.6,3.7
"Guinea-Bissau",1995,0.870947718835304,52.3,386646.156373124,435128491213.062,300,25.50951958,0.5,1.9
"Guyana",1995,0.915362878643679,64.4,1711604.70738077,1246012283274.34,350,41.51308059,7.4,8
"Haiti",1995,0.092071988018365,56.2,821600.965950172,6472710933191.68,9300,22.59933187,1.9,3
"Hungary",1995,1.56074840921403,70.1,7767872.63037622,80234084523614,350,323.22695769,9.8,10.1
"India",1995,2.5759646700295,59.9,734554.325051308,708467476607356,37000,15.73576201,2.1,4.8
"Indonesia",1995,0.755532101989208,66.1,1598619.86053328,318765342122468,60,19.80628368,3.8,5.7
"Iran",1995,1.78778904632854,69.9,2780362.7192766,166146451977162,350,68.14677324,2.9,5.2
"Ireland",1995,1.04722129043024,77.1,34376777.1065558,NA,60,1237.50559769,9.9,9.7
"Israel",1995,8.92547000740387,77.4,35136807.9685828,194833600185792,60,1280.97853989,10.8,11.3
"Italy",1995,1.7119004065725,78.1,35342813.430931,2009037595540300,6500,1437.51163718,8.5,9.3
"Jamaica",1995,0.580035807467097,74.7,7390025.26293886,18327262652088.4,1400,96.62394491,8.4,8.3
"Japan",1995,0.939592419398657,79.7,72354069.6837836,9076022147064140,600,2891.41336589,10.9,11.1
"Jordan",1995,4.45424852268957,72.5,3446179.09149888,14456721288837.8,NA,127.20711832,5.3,8.1
"Kazakhstan",1995,1.06488922194066,63.6,2045859.30142206,32356546341037.6,60,48.35740082,9.5,9.9
"Kenya",1995,1.64814353653688,58.1,832914.763720454,22817988038381.6,60000,14.05697094,3.4,5.7
"South Korea",1995,2.99369894069693,74,19096029.6834577,861097266516158,350,441.894088,NA,NA
"Kuwait",1995,13.5814641360611,76.5,42170919.4185792,68650503601618.8,NA,629.13999413,4.5,5.6
"Kyrgyz Republic",1995,3.45615697642009,65.1,457301.927451254,2085479709948.7,60,22.32242556,NA,NA
"Lao",1995,6.17292637687942,53.6,535323.946577974,2566938280123.4,60,15.25084643,NA,NA
"Latvia",1995,0.891438316344328,66.5,4785074.8213726,11891178895300.9,60,115.24748105,10.9,10.4
"Lebanon",1995,6.36813446314263,73.4,9284720.03736688,32152744086680.6,60,360.93608207,5.6,6.7
"Lesotho",1995,4.23241692336765,58.7,686212.658095066,1231429887544,2500,36.63066875,5.9,4.3
"Lithuania",1995,0.453120589502459,69,5070761.3067916,1.840231e+13,60,99.68036152,10.1,10.3
"Luxembourg",1995,0.688272238142194,76.9,73672044.27815,30106903823852.6,60,2815.88029431,9.3,10.4
"Madagascar",1995,0.860599612419955,57.2,489388.004822904,6425123063085.68,1100,6.73619863,2.7,3.7
"Malawi",1995,0.791260446600596,46.9,291282.149188306,2878843814967.52,36000,6.95467768,1.9,4.3
"Malaysia",1995,2.7513575311871,72.4,7163892.6037387,148441657502475,1100,124.11319458,5.1,6.7
"Mali",1995,2.18525079443727,51.4,383159.826405964,3764357546123.66,3200,14.41309263,0.5,1.3
"Malta",1995,0.86522091609242,78.4,16641435.6835403,6164536944560.88,60,591.41110042,NA,NA
"Mauritania",1995,2.2868315954825,61.2,991743.290050678,2273128183190.52,350,29.42597424,0.7,1.9
"Mauritius",1995,0.333111892271318,70.3,6166100.00287732,6921182110929.66,60,128.59989828,5,6.5
"Mexico",1995,0.597468803916771,73,9663638.79940984,891690517364606,7200,176.1139258,5.6,6.5
"Moldova",1995,0.925968813143202,65.4,789408.796026008,2901155476866.38,60,30.07542781,9.3,9.8
"Mongolia",1995,1.46548711916334,61.7,861616.507686138,1987000538477.66,60,19.40734558,7.2,8
"Morocco",1995,4.35921647698632,69.5,2257534.1576,61377046281145.2,300,47.87469723,1.3,3.2
"Mozambique",1995,1.46048227542752,52.7,372018.028901366,5927531406634.52,11000,7.27592516,0.9,2.5
"Myanmar",1995,3.68760221520714,59,NA,NA,3000,2.56896003,3.2,4.1
"Namibia",1995,1.95183377931686,60.5,3983203.72129656,6577671431570.5,1900,132.01090509,4.6,5.1
"Nepal",1995,0.941713242842478,61.7,402595.561110754,8693999609954.9,2000,NA,0.6,2.8
"Netherlands",1995,1.91213420646594,77.6,40857173.0794108,631611283777650,350,2256.66729666,9.7,10.5
"New Zealand",1995,1.39193404311483,77,24583675.129895,90305672222156.2,60,1188.85808088,10.5,10.7
"Nicaragua",1995,1.10282030687536,74.4,1724090.49385142,6161666395383.18,60,57.76325346,4.1,4.5
"Niger",1995,0.979974447207533,49.5,340658.129110934,3126756187404.38,1600,7.04897452,0.3,0.8
"Nigeria",1995,0.707879763588384,55,718863.097327534,79085499363147.8,40000,36.43011089,2.2,4.7
"Norway",1995,2.35564218914459,77.9,64439912.369236,280905434961376,60,3122.07899915,11.7,12
"Oman",1995,14.6219215629799,73.9,15079237.2844452,33657129045152.8,60,222.59801547,2.7,4.7
"Pakistan",1995,6.00239452667368,61.8,989441.977511648,126002183540328,300,15.08650443,1.2,3.8
"Panama",1995,1.22184136299819,75.3,6923082.95702402,18532580767814.5,1200,228.02273952,8,7.8
"Papua New Guinea",1995,0.968569906533004,56.9,1509449.31029012,7117984828242.36,600,35.95027103,1.8,3.5
"Paraguay",1995,1.28843286558084,74.1,2977899.82205626,14280116580194.9,NA,111.9301576,5.6,5.9
"Peru",1995,1.86557726877454,71.1,3956032.73554134,94261036823079.4,3200,100.83342047,6.3,8
"Philippines",1995,2.29413033178712,68.8,1964063.11019005,136021948824572,60,36.91632443,7.6,7.7
"Poland",1995,1.95538843847673,71.9,6819165.65451124,263185684797530,350,198.95253205,10.9,11.1
"Portugal",1995,2.29164318671598,75.5,19000697.6730382,190584141922898,350,873.80128506,5.5,5.9
"Romania",1995,2.77255994318958,69.4,3482823.81881622,79005315868458.2,350,58.11105172,9.7,10.7
"Russia",1995,4.42422121106055,64.4,3236246.54903086,479420800019980,NA,112.99841227,10.7,10.9
"Rwanda",1995,4.36395394467831,43.8,382567.644535726,2135271133367.22,16000,10.34582287,1.5,2.9
"Saudi Arabia",1995,9.27846839011516,75.5,17953673.7470141,331996552110354,NA,227.99304395,2.6,6.2
"Senegal",1995,1.65854630298973,58.4,914651.759270628,7674829836277.6,600,22.93545589,0.9,2.2
"Seychelles",1995,2.2808032394017,69.8,12075303.6805216,909318668358,NA,352.828368,8.7,7.5
"Sierra Leone",1995,2.87376597465952,50.9,394554.297475036,1538115874767.67,150,32.02787606,0.8,2.1
"Singapore",1995,4.21880748591165,76.4,41142918.9138672,145008217711925,60,727.46562864,4.8,6.7
"Slovak Republic",1995,3.21445176101747,72.4,9064111.4125045,48601756329737.8,60,221.45414465,9.7,11
"Slovenia",1995,1.60280667747646,74.6,16238222.7770562,32311984833826.4,60,785.06822335,9,10.1
"South Africa",1995,2.12351755172573,62.7,5920844.91640938,231623466957888,26000,273.28997272,6.2,6.6
"Spain",1995,1.44967073266175,77.9,24098517.1200426,949168703481906,5900,1127.9044085,6.4,6.9
"Sri Lanka",1995,5.85529192598671,71.7,1408648.19865205,25547243730753.6,60,24.49082662,6.9,7.7
"Sudan",1995,1.40657501093952,60.5,595833.08418,18118563586072.1,2500,15.4248105,1.6,3.9
"Swaziland",1995,1.68765984967789,59.1,2749381.75746922,2649279517061.52,1800,87.45453897,4.5,5.1
"Sweden",1995,2.25865189340038,78.9,47123339.8947786,415954846727478,350,2288.95010353,11.2,11.1
"Switzerland",1995,1.4702933676648,78.5,65683110.2738392,451786592156560,600,4270.82464535,11.4,12.7
"Syria",1995,6.95301895879854,72.7,2435532.69175338,34514250394087,NA,51.69369976,2.8,5.4
"Tajikistan",1995,1.02152650043188,64.1,297455.73807218,1717927059485.03,60,3.05721148,8.3,10
"Tanzania",1995,1.62886939248469,53.9,566851.84284,16497529626144.4,76000,6.28519541,2.4,4.3
"Thailand",1995,2.29324274126125,70.6,4023650.79588742,240011401687860,34000,99.47459856,5,6
"Togo",1995,2.35626633006892,57.6,512347.59760347,2093181115628.36,1800,17.29149462,1.2,3.5
"Trinidad and Tobago",1995,0.451145361534138,69.3,10142571.1148919,12794275334882.6,350,198.17974381,7.9,8.2
"Tunisia",1995,1.90009265883954,72.9,3656362.8957412,32751870638601.8,60,124.01772762,2.4,5.9
"Turkey",1995,3.90340371780009,70,7427245.27050448,437202185885156,60,95.49118806,3.7,6.1
"Turkmenistan",1995,2.30874233128834,63.3,1115011.59030704,4763605200982.08,NA,43.13042009,8.7,9.7
"Uganda",1995,2.29158841730608,48.3,443656.8028955,9241848135376.4,110000,16.92150476,2.2,4.6
"Ukraine",1995,2.82850558199289,66.5,1340971.3721273,69076517742680.2,350,49.02900688,10.5,10.7
"United Kingdom",1995,2.9596353847035,76.7,42997580.3404856,2404737641526140,1600,1362.1954461,11.7,12
"United States",1995,3.79995639376431,75.9,60101973.4661294,16003833290614000,59000,3747.69212133,13,13.2
"Uruguay",1995,2.71463970997331,73.4,12293422.0501963,39626628930025,60,688.77317971,8.4,8.1
"Uzbekistan",1995,1.12290046511198,66.6,999789.45764527,22780202792447.4,60,22.68529502,9.2,10.2
"Venezuela",1995,1.60078831935332,72.7,10239205.121934,225702798502792,2200,143.73640681,6.6,6.9
"Yemen",1995,6.34826300718569,60.3,989195.589403306,14984504929922.7,60,39.47949421,NA,NA
"Zambia",1995,1.59062922930289,46.9,635876.84211614,5640703756858.16,49000,21.8367864,3.3,5.9
"Albania",1996,1.51709550445667,73.8,1981306.40805964,6167008404369.58,NA,43.04581793,7.4,8.6
"Algeria",1996,3.09338520538001,72.1,3396667.6453978,97779378991258,60,61.76988298,2.5,3.2
"Angola",1996,2.45364114361221,51.3,544582.383741028,14897535456875.7,5300,11.34438065,1.6,3.6
"Argentina",1996,1.24122836831469,73.5,14968008.0315445,528177790794020,3200,618.92288714,8.6,8.6
"Armenia",1996,3.28186689273156,69.4,993745.82245938,3152345591818.3,60,29.26079518,9.7,10
"Australia",1996,1.97041186533075,78.5,38366280.7765554,701421219355122,600,1760.46283741,10.7,11.1
"Austria",1996,1.04729691447942,77.1,42348104.2374284,337049281543464,60,2789.12322012,9.8,11
"Azerbaijan",1996,2.25423034135488,65,978205.179530566,7593806808695.78,60,25.11595475,9.2,10.6
"Bahrain",1996,4.75090461408135,73.4,23370144.510715,13435823261233.2,NA,485.80718538,5.1,6.8
"Bangladesh",1996,1.38741243524818,62.4,637840.938384038,76495423066040.8,60,NA,1.7,4
"Belarus",1996,1.25104775249271,68.1,1897919.83048176,19282865477694.7,60,88.26239934,10.2,10.4
"Belgium",1996,1.5382144240672,77.2,40368659.0013878,410009838698368,150,2148.28605883,10.4,10.9
"Belize",1996,1.23972483820639,70.4,5672986.4742052,1259891260513.98,150,102.41296513,6.9,7.3
"Bolivia",1996,1.99271929214658,65.1,1937862.07581351,14800658023198.9,2100,44.82025956,4.8,6.7
"Botswana",1996,2.9268685141846,54.8,5119435.34495018,8312147207961.96,5500,124.95290163,3.8,3.6
"Brazil",1996,1.67601611666281,69.3,7255253.99145072,1192346753216080,13000,349.96680811,5.2,5.2
"Brunei",1996,6.4189657562734,74.9,38890503.2633918,11557790883840.9,NA,637.77443798,NA,NA
"Bulgaria",1996,2.40285272455939,70.9,2776220.68630156,23211347269389.8,60,55.24467726,10.4,10.6
"Burkina Faso",1996,1.18655677209692,51.5,380664.04510256,4184323896655.02,15000,11.85997735,0.4,1.1
"Burundi",1996,5.85328772329912,44.3,268940.8136982,1651365982836.89,11000,8.253659,1.2,2.5
"Cambodia",1996,3.23845437631514,58.3,472416.166565796,5413349769581.8,4100,29.01808094,2,4.2
"Cameroon",1996,1.28792361732493,56.2,1082605.82371142,16779538104093.4,12000,34.4743623,2.5,4.8
"Canada",1996,1.40381232792903,78.3,40552904.2155362,1203281718592966,2300,1828.83737107,13,13.1
"Cape Verde",1996,0.84902738861097,68.2,1905670.49534149,770207221420.19,NA,57.58117005,2,3.5
"Central African Republic",1996,1.13975155279503,46.3,482086.872223702,1642196714830.53,8600,11.34755568,NA,NA
"Chad",1996,1.90941487121119,53,344950.07665088,2490222544298.9,4500,12.226303,0.4,1.7
"Chile",1996,3.08925656128482,75.7,9009442.64146016,131815074105953,NA,386.97298178,8.5,8.8
"China",1996,1.75619515402534,68.8,1432490.23322652,1744128483464948,NA,26.43450997,4.2,6.1
"Colombia",1996,4.44537608353311,72.2,5198016.61794028,192912020693320,5600,230.03120219,5.3,5.7
"Congo, Dem. Rep.",1996,1.54674775513869,51.8,229749.331798964,10406504944171.5,NA,4.41114917,2.4,6.1
"Cote d'Ivoire",1996,0.845430400049173,52.3,1274411.73166,19230660253936.1,28000,44.70402422,1.1,3
"Croatia",1996,8.30561722081428,73.4,8584774.73229454,38579977646780.4,60,369.13695241,8.3,9.4
"Cyprus",1996,4.79238737674574,77.1,23791673.452,15733980862253.2,NA,754.99585541,9.6,10.7
"Czech Republic",1996,1.73191604104282,73.8,10881418.2318183,112244430607364,60,403.33844413,NA,NA
"Denmark",1996,1.67332405786694,75.9,54342286.8309548,286007476920540,120,2878.18788198,11.7,12
"Djibouti",1996,4.96497522637963,60.3,1678184.08719325,1081478884046.3,300,30.67193109,0.9,3.8
"Dominican Republic",1996,0.630363596630591,72.6,4572317.7435861,36828958646869.6,2200,112.49145655,NA,NA
"Ecuador",1996,1.97009584760985,72.5,2689173.52822598,31151585149810.8,1400,80.84272201,6.3,6.9
"Egypt",1996,3.49433304272014,67.9,2578161.8654523,162734860871958,60,45.61272749,3.4,6.2
"El Salvador",1996,1.55703981569764,70.3,3968501.88631924,22983193729935,350,134.99319595,5,5.8
"Eritrea",1996,21.9570838815043,58.4,406969.859240404,1327949162219.19,600,7.76044363,1,2.4
"Estonia",1996,0.876943487379906,69.8,6141147.53956212,8693371993953.5,60,219.32359379,10.2,9.8
"Ethiopia",1996,1.49821091600578,50,248496.231828952,14729100265857,NA,4.22214438,0.4,1.5
"Fiji",1996,1.54283801874163,64.3,4050968.10096562,3178847331413.02,60,87.89687564,7.2,8.2
"Finland",1996,1.5756927701728,76.8,38936311.3337884,199531969780726,60,2011.35348458,10.8,10.7
"France",1996,2.95024907299258,78.4,39212106.1799238,2344829405519740,5600,2736.95497709,9,9.2
"Gambia",1996,0.463277800561914,62.8,1109200.38057749,1290951881665.82,60,18.85001126,1.1,2.5
"Georgia",1996,2.21017302703038,71.2,1109689.04288128,5122435590844.28,60,45.96064888,11.1,11.2
"Germany",1996,1.59989333333333,76.9,42332969.9739062,3467698081140600,2500,3102.38847292,10.4,11.3
"Ghana",1996,0.643812782770512,60.1,484116.591766248,8428692388791.64,6200,20.39357869,3.5,6.2
"Greece",1996,3.34244751349039,77.9,20074656.9884002,214982974604436,350,1112.59836674,8.3,9.3
"Guatemala",1996,0.821126764662818,68.1,3193726.17939626,32724288542625.2,600,55.65335014,2.7,3.8
"Guinea-Bissau",1996,0.701776941292526,52.6,423033.375665802,485603396193.778,300,20.2808109,0.6,2
"Guyana",1996,0.787568512741649,64.3,1843977.62193788,1344241246616.5,350,45.42281674,7.6,8.1
"Hungary",1996,1.47096767200097,70.5,7793745.62794486,80363166081199,350,315.3165681,9.9,10.2
"India",1996,2.47309057308722,60.2,775483.042830864,761953386379804,51000,15.85808367,2.1,4.9
"Indonesia",1996,0.756710891048538,66.4,1696494.21184883,343127895969182,60,22.45919435,3.9,5.8
"Iran",1996,1.91747107617399,69.8,2925956.82448894,177944071487677,600,86.10193265,3.1,5.3
"Ireland",1996,1.01509490417088,77.5,37329614.8831088,NA,60,1328.20713782,10,9.8
"Israel",1996,9.11855190670387,77.7,36108581.727111,205530047190716,60,1383.87789425,10.9,11.4
"Italy",1996,1.85104881725158,78.3,35733798.7454552,2031833837864040,4200,1634.46978989,8.6,9.4
"Jamaica",1996,0.65499856790816,74.5,7293616.47104278,18306418834560.6,1800,123.02210105,8.6,8.5
"Japan",1996,0.940549460595373,80.2,74052458.8958492,9312911283200880,350,2600.12677309,11,11.2
"Jordan",1996,6.02569060571334,72.6,3412335.43569668,14758504314482.8,NA,132.22223701,5.5,8.3
"Kazakhstan",1996,1.15133345957975,63.5,2087466.28636752,32518329072742.6,60,58.26432613,9.7,10.1
"Kenya",1996,1.41802737798656,57.4,843888.393129998,23764213325658.8,74000,17.72537127,3.5,5.8
"South Korea",1996,2.94251135318964,74.5,20238598.4768762,921362195659786,350,493.58600029,NA,NA
"Kuwait",1996,10.2976892577502,76,42420660.8199062,69065926294105.8,NA,671.20253118,4.6,5.8
"Kyrgyz Republic",1996,2.98726884992286,65.2,482504.876510526,2233225570441.32,60,24.751517,NA,NA
"Lao",1996,4.11429876311925,54,559251.51671729,2744784073987.8,60,17.57612567,NA,NA
"Latvia",1996,0.682682617600208,68.6,5022729.7645446,12341962077493.8,60,140.64523296,11,10.5
"Lebanon",1996,5.37354317450463,74,9551557.63475638,33804271032798.8,60,414.40239347,5.8,6.8
"Lesotho",1996,3.56479860893063,57.9,704654.216985804,1288968996103.2,4000,34.41481831,6,4.4
"Lithuania",1996,0.501388460351743,70.2,5374270.08398736,1.9356041e+13,60,130.63638383,10.3,10.4
"Luxembourg",1996,0.690021903447577,77.1,73777207.8650586,30563777961749.2,60,2810.23339462,9.5,10.5
"Macedonia, FYR",1996,2.96014289633733,72.1,3177965.08533678,6271024477488.6,NA,202.27203341,7.6,9.3
"Madagascar",1996,1.23884302706193,57.6,484478.397681436,6563193497913.72,1100,9.30241117,2.8,3.8
"Malawi",1996,0.8848997187514,46.3,306781.889841234,3089479647758.68,41000,10.56340732,2,4.4
"Malaysia",1996,2.40055496064735,72.5,7685275.51614994,163289832789741,1500,136.73410755,5.3,6.8
"Mali",1996,2.02268991275734,51.8,384980.180262508,3885509869284.96,4100,21.58291449,0.5,1.3
"Malta",1996,0.906811547194291,78.5,17165589.9353408,6397392216232.36,60,638.78192988,NA,NA
"Mauritania",1996,2.6268431602197,61.5,1020240.07127561,2405397570764.92,350,23.29863287,0.7,2
"Mauritius",1996,0.293578475575279,70.5,6444402.76848032,7307926961845.6,60,135.43185253,5.2,6.7
"Mexico",1996,0.619982889752922,73.3,9988686.60265936,937521872932504,7600,183.00960175,5.7,6.6
"Moldova",1996,0.906689230272377,66.1,749859.421113266,2750295392069.34,150,40.37456551,9.5,9.9
"Mongolia",1996,1.60569846365358,61.7,873586.886718512,2031411865173.04,60,21.04182654,7.4,8.1
"Morocco",1996,3.94971124801857,70,2496310.7018,68875411512424.6,300,51.5565498,1.4,3.3
"Mozambique",1996,1.11168262888051,52.6,387876.088068416,6366168730725.48,15000,8.42895343,1,2.6
"Myanmar",1996,3.49756306977449,59.4,NA,NA,3900,2.53995786,3.3,4.2
"Namibia",1996,1.90526946905603,59.3,3990564.49945074,6787850449453.22,2600,134.85418239,4.8,5.2
"Nepal",1996,0.900716314535601,62.5,413647.572645946,9157240615360.28,2300,NA,0.6,2.9
"Netherlands",1996,1.87299651295523,77.6,42054495.0310178,653127250970232,600,2210.61555225,9.9,10.6
"New Zealand",1996,1.3659700399309,77.3,25068759.5435718,93556610616610,60,1277.9283238,10.6,10.9
"Nicaragua",1996,0.949704913116282,74.7,1796236.15597379,6552573114408.72,60,58.3285871,4.3,4.6
"Niger",1996,0.875252887017266,50.2,340389.437326674,3233662892544.16,1800,6.78057089,0.3,0.8
"Nigeria",1996,0.545338910427022,55,732440.211269642,82486175835763.2,54000,51.22636253,2.3,4.8
"Norway",1996,2.20844558848158,78.2,67383773.525806,295230952764460,60,3180.3851316,11.9,12.2
"Oman",1996,12.5461757017386,74.2,15354781.1962552,34682304931417.6,60,237.51872575,2.9,4.8
"Pakistan",1996,5.84857933762952,61.9,1010491.84679304,132108981784687,300,15.02545713,1.2,3.9
"Panama",1996,1.08344686283134,75.4,6974900.59499768,19053454528665.3,1500,245.12046998,8.1,7.9
"Papua New Guinea",1996,1.00078001972125,57,1584167.43114996,7668468194795.58,600,38.85282057,1.9,3.6
"Paraguay",1996,1.13424703163789,74.1,2922969.17270682,14337602237502.8,NA,121.24685002,5.7,5.9
"Peru",1996,1.76975864584546,71.7,3985156.0422081,96634737751166.4,3900,103.77931209,6.4,8.1
"Philippines",1996,2.2684055873093,68.9,2032623.68422498,143973619846663,60,41.42719955,7.7,7.8
"Poland",1996,1.96787205635883,72.4,7239098.54562592,279605620692718,350,240.47046446,11,11.2
"Portugal",1996,2.14661567426368,75.5,19647668.5244471,197613518992964,600,938.92580939,5.6,6
"Romania",1996,2.47889261498889,69.1,3632899.19847424,82172561501885.6,350,60.00502063,9.8,10.8
