"country","year","militaryexpenditures","lifeExp","GDPpercap","GDP","HIV","healthcare","womenEd","menEd"
"Serbia",2000,5.54154466783786,72.1,1618550.15886086,12165583012353.2,350,60.01495514,8.7,9.8
"Seychelles",2000,1.67933282099451,70.9,15157702.1059769,1229759529560.01,NA,376.5023018,9.9,8.4
"Sierra Leone",2000,3.6659655811618,51.5,306955.935391844,1271753740260.98,600,23.97050154,1,2.5
"Singapore",2000,4.59208495787719,78.3,47629113.2280454,191845305171244,60,579.87512546,5.3,7.2
"Slovak Republic",2000,1.677514648183,73.3,10660803.243775,57448083655795.2,60,207.73685054,10.6,11.7
"Slovenia",2000,1.11496168959775,76.1,20090720.1532886,39958935580879.6,60,830.06687187,10,10.8
"South Africa",2000,1.46212970413389,56.4,6039892.73445108,265755296181474,160000,251.30309777,7,7.3
"Spain",2000,1.20636855916826,79.2,28827577.744832,1160690989496960,2000,1039.89421293,7.4,7.7
"Sri Lanka",2000,5.03325405952389,72.4,1709853.45031053,32661620607831.8,60,32.31459976,7.8,8.3
"Sudan",2000,4.7490520184019,62.4,717058.40202,24732280131600,5600,12.18181912,2.1,4.5
"Swaziland",2000,1.60685085588438,48.8,3016367.31971934,3048904873997.16,5700,75.30820071,5.5,5.9
"Sweden",2000,1.96614619543075,79.7,55738755.2064032,494520311715526,60,2279.62532101,11.8,11.6
"Switzerland",2000,1.12044949236384,79.8,71278957.7151002,499837464909996,60,3518.97087737,11.9,13
"Syria",2000,5.34013288590313,74.4,2417469.28306566,38651789826250.8,NA,59.21796899,3.6,6.1
"Tajikistan",2000,1.20329496233523,65.8,278819.763609478,1721100588546.93,120,6.47029909,9.1,10.6
"Tanzania",2000,1.3246998880138,54.3,615972.30926,20371572341465.4,120000,10.10198939,2.9,4.8
"Thailand",2000,1.46666555617197,70.7,3886475.85627928,245450495411118,56000,65.98047401,5.6,6.4
"Tunisia",2000,1.54926036407619,75,4490670.11805668,42946523674035.2,60,122.39766465,3,6.7
"Turkey",2000,3.74899447533941,73.8,8378956.1242766,533135063979526,60,204.5048228,4.4,6.9
"Uganda",2000,2.47748970528677,49.1,511561.222372606,12386493264654.6,1e+05,15.61499902,2.7,5.2
"Ukraine",2000,3.63614982066208,67.3,1271417.93631701,62523054726288,6400,35.74094111,11.2,11.3
"United Arab Emirates",2000,6.32602517361338,73.3,68790298.2685796,208674750685052,NA,885.36172573,6.4,8
"United Kingdom",2000,2.3867079388947,77.8,50115227.060994,2954401573611740,350,1758.84760214,12.2,12.4
"United States",2000,3.04781387642947,76.9,70163846.168723,1.97976e+16,20000,4703.46734364,13.3,13.4
"Uruguay",2000,2.46349599073539,74.6,13828725.1639552,45646511611932.8,350,583.72988562,9,8.6
"Uzbekistan",2000,1.15187308385912,67.6,1116442.28795557,27520748975020,60,31.70509825,10,10.9
"Venezuela",2000,1.52657012884905,73.8,9637416.3601302,234295229131126,3700,273.76848845,7.4,7.5
"Yemen",2000,4.91539236509943,62.4,1087427.76550718,19272684549648.2,350,25.27747297,NA,NA
"Zimbabwe",2000,5.17661756553488,47.9,1069582.30308997,13379915220111,150000,59.67199448,5.2,7.1
"Albania",2001,1.29960736181529,75.1,2563685.60776508,7889429688252.86,NA,79.86222152,8.2,9.2
"Algeria",2001,3.80210291706109,73.5,3628830.26002882,112429195685888,300,67.81401286,3.1,3.8
"Angola",2001,4.52435888850332,52.5,595803.367292064,18832032247784.1,10000,21.42584746,2,4.1
"Argentina",2001,1.18423479679445,74.3,14566125.83243,543347315471900,2800,677.72866824,9.2,9
"Armenia",2001,3.12957956139623,71.4,1366193.56832308,4188489903700.58,150,41.13969292,10.3,10.6
"Australia",2001,1.92095288742437,80.1,43648172.1335314,851047662852198,150,1631.91770786,11,11.4
"Austria",2001,0.933235941284903,78.6,48174710.7596328,387435139119218,60,2385.36258126,10.3,11.3
"Azerbaijan",2001,2.31394386334562,67.2,1428791.37450775,11589212596907.3,150,31.20467428,10.1,11.2
"Bahrain",2001,4.22648597880048,74.3,25952413.7378636,16674685350714.7,NA,528.25677649,6.1,7.7
"Bangladesh",2001,1.3417662408143,65.4,751986.920241386,99220601364691,60,NA,2,4.2
"Belarus",2001,1.43828756434444,68,2675699.91747588,26677423859213.2,60,81.76748168,10.8,11
"Belgium",2001,1.30598953822704,78,45603553.4341618,469104056283156,60,1875.07828439,11,11.4
"Belize",2001,0.854513849448294,68.8,6785707.67224184,1746639483639.13,350,152.4334321,7.5,7.8
"Benin",2001,0.552163965089433,57.4,704496.92337671,4735161237478.04,3100,17.42717343,1.1,3
"Bolivia",2001,2.26992486910349,68.3,2014758.61945558,17078522522366.7,2200,60.61890609,5.5,7.4
"Botswana",2001,3.48711927040061,46.5,6536717.61800086,11664017625277.5,15000,180.32668877,4.5,4.2
"Brazil",2001,1.97229782449759,71.1,7385680.35342948,1306299618397410,11000,227.71358632,5.9,5.8
"Brunei",2001,3.88621404429925,76.1,36882693.777922,12331654899260.7,NA,532.42586335,NA,NA
"Bulgaria",2001,2.92749517396855,71.8,3352873.55961286,26878456610798,60,129.21522704,11.1,11.1
"Burkina Faso",2001,1.08151413727084,53.2,440295.88143752,5569071008669.54,15000,10.9831747,0.5,1.3
"Burundi",2001,6.47350415576431,48.4,262324.059119424,1705015357827.75,14000,6.91261912,1.4,2.9
"Cambodia",2001,1.79294234365821,60.8,623970.989880424,7895531731114.08,7300,22.40788112,2.4,4.6
"Cameroon",2001,1.40198032705832,54.2,1210322.1539974,21059709926767,31000,28.20585611,3.1,5.5
"Canada",2001,1.17070740617735,79.5,47477790.7506362,1475699944332200,350,2148.97613653,13.6,13.6
"Cape Verde",2001,0.824442041858661,68.6,2571682.21173438,1144645465714.13,NA,63.57555861,2.5,4
"Chad",2001,1.79566491669411,51.7,363120.976204364,3093044140534.1,8900,12.08947712,0.5,2.1
"Chile",2001,3.78990146072449,77.4,10508030.6893333,155500800455050,NA,370.89851988,9.2,9.4
"China",2001,2.07012581285382,70,2041039.98700676,2595896707474560,NA,47.24784068,5,6.7
"Colombia",2001,3.30571149444545,73.5,5025039.47335732,204096281540884,9300,178.10095346,5.7,6
"Congo, Rep.",2001,1.38524630181126,53.5,2080303.64152058,6684499564594.52,5800,21.02232209,4,7.1
"Croatia",2001,2.73079066127651,74.6,10047060.5513729,44608948848204.6,60,375.69181317,9.3,10.1
"Cyprus",2001,3.38731813344223,78.5,27624540.084,19379830348727.6,NA,776.31481251,10.5,11.4
"Czech Republic",2001,1.83691864228605,75.3,11845643.5229357,121257420683906,60,404.36824226,NA,NA
"Denmark",2001,1.57358692014366,77.2,60166957.3199516,322421668047882,60,2726.07501987,12.1,12.4
"Djibouti",2001,4.55025331611138,60.1,1500842.50102486,1125037542138.24,600,41.42322494,1.2,4.3
"Dominican Republic",2001,1.24807199830382,73.4,5599379.90903184,48861622527468.4,4000,174.05146706,NA,NA
"Ecuador",2001,1.80705874733531,73.4,2675645.80673322,33584802489364.4,2200,78.24310417,7,7.5
"Egypt",2001,3.30610538054084,69.7,3001045.48578396,206736117458140,120,75.77551838,4.1,6.9
"El Salvador",2001,1.38543005244191,71.7,4478237.29031,26717284586396.2,600,181.04175526,5.5,6.4
"Eritrea",2001,24.2272802402288,59.9,402998.656716478,1536421497767.84,1800,9.16608481,1.3,2.9
"Estonia",2001,1.50626841800557,70,8843425.20711492,12063337905096.4,120,252.19089163,10.8,10.3
"Ethiopia",2001,4.3497434842048,52.7,261026.88236536,17717104457705.9,NA,5.65429708,0.6,1.7
"Fiji",2001,1.97650995967867,64.4,4216578.5570663,3435583876726.48,60,66.35811076,8,8.7
"Finland",2001,1.18674975590144,78.1,48024317.5373678,249150543578404,60,1783.87121576,11.4,11.2
"France",2001,2.48650432675958,79.2,44028049.4822188,2701365763773380,1800,2234.30695655,9.6,9.7
"Gabon",2001,1.91044084869887,59,8195122.84739046,10351738183812.8,2000,106.63902235,4.5,6.6
"Gambia",2001,0.357026297926142,63.9,1240306.9466588,1664583698975.99,300,18.18135894,1.4,3
"Georgia",2001,0.740186005258762,71.7,1461051.39131963,6408755822884.4,60,53.7079071,11.7,11.8
"Germany",2001,1.45810932965412,78.4,46508079.8240232,3829936885402320,600,2400.53408061,11.1,11.7
"Ghana",2001,0.60939252496014,59.9,527923.091523828,10353176683666.2,16000,15.16446481,4.1,6.8
"Greece",2001,3.41010675499384,78.9,23678641.3858272,259280104993228,150,1053.46732823,9,9.9
"Guatemala",2001,1.05185953252804,69.3,3429366.80469712,39481055162327.8,1700,103.64084087,3.1,4.3
"Guinea",2001,3.03530539432345,54.4,732959.729650958,6404245128488.1,6300,20.05078989,0.7,2.4
"Guinea-Bissau",2001,3.1069226796652,52.7,341361.501995734,431772802606.814,600,9.23203015,0.7,2.3
"Guyana",2001,1.75652464158744,63.9,1981983.38520308,1457405896691.22,600,53.43308433,8.3,8.6
"Honduras",2001,0.822525733009219,70.6,2299898.4885392,14598081279147.2,7000,65.71121236,4.8,5.1
"Hungary",2001,1.80368008311497,72.3,9444350.01934904,96215033592719.8,350,374.7306725,10.4,10.7
"India",2001,2.93400005393937,61.9,929948.5214152,996322912689096,140000,20.92409913,2.6,5.4
"Indonesia",2001,0.477670832315914,67.8,1582152.90932097,342066994948224,150,16.57182934,4.7,6.4
"Iran",2001,3.87533213660345,71.3,3166875.94178654,210006795610086,3200,293.52512133,3.8,6.1
"Ireland",2001,0.72636712555102,78.4,52867507.443043,204396901757342,60,1831.00019971,10.6,10.4
"Israel",2001,8.39278910591025,78.8,38706689.084695,249232371016352,60,1502.29826835,11.6,11.9
"Italy",2001,1.95837067559142,79.8,39474481.3830208,2249146091722840,600,1610.53600547,9.3,9.9
"Jamaica",2001,0.509347226039607,74.2,7010004.10273552,18259578906390.2,3100,178.32292064,9.3,9.1
"Japan",2001,0.979144808989618,81.3,74684289.46381,9496032721033980,150,2550.51782782,11.5,11.6
"Jordan",2001,5.88946649286197,73.6,3623743.97724042,17819761008079.8,NA,181.00955562,6.7,9.2
"Kazakhstan",2001,0.99981747947367,65.1,2794580.86699584,41522818705441,350,51.6894117,10.6,10.9
"Kenya",2001,1.50447795134584,55.6,822142.664299432,26341994780917,120000,18.71313774,4.4,6.5
"South Korea",2001,2.56487720888306,76.7,23421159.6498324,1109155857537116,60,538.79152205,NA,NA
"Kuwait",2001,7.70021493318382,77.6,37811716.387501,75985971511725.2,NA,626.27936493,5.5,6.4
"Kyrgyz Republic",2001,2.34694443805298,66,583438.663608404,2885162535409.92,60,14.65312724,NA,NA
"Lao",2001,0.71329401724643,56.6,676944.408975688,3661532737041.5,150,12.9092507,NA,NA
"Latvia",2001,1.04599624820686,70,7187330.49411602,16926242374278.6,150,215.23996917,11.8,11.1
"Lebanon",2001,5.43090164242492,76.3,9436346.99591454,35885512299804.4,60,432.87076239,6.8,7.6
"Lesotho",2001,3.40104825209524,48.9,781201.206770122,1553795919845.26,14000,26.74114726,6.9,5
"Libya",2001,2.88439171900442,75,12169257.0676621,64878094066655,NA,221.81569952,NA,NA
"Lithuania",2001,1.76820479923679,71.6,7011405.53564596,2.440875e+13,60,219.74549737,11.2,11.2
"Luxembourg",2001,0.793007358576663,78.7,94118605.952653,41559577511955.2,60,3387.54686201,10.1,10.9
"Macedonia, FYR",2001,6.58438853751053,73,3397259.89174108,6849130736241.88,NA,144.96729573,8.4,9.9
"Madagascar",2001,1.43584375339275,59.6,518858.808511964,8221841684873.64,1300,10.95218882,3.3,4.4
"Malawi",2001,0.739145582184102,45.9,287400.303987864,3313535402617.82,63000,7.53352979,2.4,4.9
"Malaysia",2001,2.0849228116252,73.6,7867870.1539152,188550526315790,3900,138.17413974,6.2,7.4
"Mali",2001,2.27213778077502,54.1,466604.054141044,5431176936182.82,7200,16.5732468,0.6,1.6
"Malta",2001,0.692249628673696,79.4,19825979.3786825,7792165023244.82,60,674.58298506,NA,NA
"Mauritania",2001,4.01597937054808,64.2,970192.877950326,2639280688811.1,600,19.56861769,1,2.4
"Mauritius",2001,0.198265280981945,71.6,7834940.07054908,9400995726790.5,350,145.15094141,6.3,7.6
"Mexico",2001,0.569085909022265,74.9,11457935.3109595,1161027348783090,7800,372.875884,6.4,7.3
"Moldova",2001,0.402596859975447,69.2,752872.870166646,2734027713095.36,600,29.01035187,10.2,10.5
"Mongolia",2001,1.82372284326877,62.7,961559.419432192,2340930830011.96,60,23.64654231,8.1,8.5
"Morocco",2001,3.89749579035746,71.8,2702534.4366,79632777009702.4,600,57.4825891,1.8,3.8
"Mozambique",2001,1.24217179364959,52.8,508713.907853202,9508606168795.72,43000,11.9316812,1.2,3
"Myanmar",2001,1.80077509418138,61.3,NA,NA,10000,2.62253668,3.8,4.5
"Namibia",2001,2.72801702963812,53.4,4084526.18698064,7909272423943.14,8600,113.1389719,5.6,5.8
"Nepal",2001,1.09825398227483,65.9,461003.514936836,11515926545193.5,4000,NA,0.9,3.4
"Netherlands",2001,1.5475810252138,78.3,48920130.7706298,784981223969064,150,2072.17882123,10.5,11.1
"New Zealand",2001,1.13042540727806,78.6,27548647.1953542,106902525441572,60,1051.51110931,11.3,11.6
"Nicaragua",2001,0.683524520762284,76.2,2042696.37657526,8105744098620.62,150,54.66567741,4.8,5
"Niger",2001,1.27629733520337,52.9,340662.23593801,3852254212726.64,3200,6.15366626,0.4,1
"Nigeria",2001,1.18934726936168,55.4,748337.327673876,94817873060440.4,150000,18.18452113,2.9,5.5
"Norway",2001,1.73526095282217,78.9,76050997.994493,343275268248640,60,3333.3730539,12.7,12.8
"Oman",2001,12.1634834582102,75.4,18738668.8155548,42708630543016.8,60,262.69094301,3.6,5.6
"Pakistan",2001,4.03812656581327,62.5,1022221.9944527,150836937990807,1400,13.03001159,1.6,4.5
"Papua New Guinea",2001,0.822407972066986,57.6,1274629.82560032,7034154310740.38,1600,25.21415887,2.3,4.1
"Paraguay",2001,1.02018970132321,74.2,2646926.8306212,14434473547751.7,NA,106.97655421,6.3,6.3
"Peru",2001,1.68434760399968,75.2,4072315.89569394,106809817126816,6800,96.25491299,7.2,8.8
"Philippines",2001,1.47137884115573,69,2111614.88249482,166742378999510,60,28.95764969,8.3,8.2
"Poland",2001,1.90670682586677,74.2,9064012.1209177,346681024465782,150,291.67454728,11.6,11.7
"Portugal",2001,1.93201364456749,76.8,23242230.3845226,239232254105660,350,1082.72793328,6.4,6.6
"Romania",2001,2.45271201920136,71.1,3539191.2750694,78329275124097.8,150,97.45870318,10.5,11.4
"Russia",2001,4.08113064090523,65.1,3740097.24889702,545865623889086,NA,119.03871532,11.7,11.8
"Rwanda",2001,3.39681270062539,51,445866.458854072,3764779204926.72,21000,8.64290096,2,3.4
"Saudi Arabia",2001,11.4892115406877,77.1,18322923.6250141,378946937492924,NA,399.44871967,3.5,7.2
"Senegal",2001,1.41240168778173,60.2,1002982.56971081,9813514185033.66,1400,22.61723633,1.1,2.6
"Serbia",2001,4.3375671627535,72.4,1707266.38220237,12810358912007.9,350,115.06149521,8.8,9.9
"Seychelles",2001,1.77782655216878,71.1,14800493.6426816,1201829684773.03,NA,362.54859651,10.1,8.6
"Sierra Leone",2001,3.71260785579523,51.8,349182.847730272,1502830599203.93,600,28.00905188,1,2.6
"Singapore",2001,4.9135749200852,78.6,45826642.4874708,189630646613154,60,604.86143166,5.4,7.3
"Slovak Republic",2001,1.86534218713674,73.6,11052219.7600947,59448420144321.2,60,215.99604058,10.8,11.9
"Slovenia",2001,1.32435289417476,76.3,20648766.5463552,41133581886332.4,60,881.81765613,10.2,10.9
"South Africa",2001,1.57096957619767,55.9,6079412.25966302,273024828075074,210000,229.27821204,7.1,7.4
"Spain",2001,1.17166889330788,79.5,29549789.718877,1203281739450894,1800,1082.73262837,7.6,7.9
"Sri Lanka",2001,4.28450372994758,73.3,1710745.160681,32156876785320.8,150,31.14846894,8,8.4
"Sudan",2001,2.90439148397974,62.8,743553.43598,26257134207361.2,6000,13.45525518,2.2,4.6
"Swaziland",2001,1.45481466177711,46.6,3047301.59771608,3084207467366.02,6700,63.67235559,5.7,6.1
"Sweden",2001,1.81564703743242,79.8,56291023.4767064,500762693207840,60,2264.26452917,11.9,11.7
"Switzerland",2001,1.08384282861238,80.2,71709865.151915,505595988332544,150,3706.74349576,12,13.1
"Syria",2001,5.2583121211972,74.6,2471116.996213,40662047310027.2,NA,57.73347493,3.7,6.3
"Tajikistan",2001,1.15453078820329,66.1,304312.298256696,1896652874054.81,120,7.95202409,9.2,10.7
"Tanzania",2001,1.45050577597993,54.8,636525.57974,21593424386006.4,130000,10.50021219,3,4.9
"Thailand",2001,1.48826278824865,71.2,3924482.87396468,250770056301042,52000,59.94871586,5.7,6.5
"Tunisia",2001,1.52143235138472,75.3,4654875.23114116,45029401035967,60,121.87257643,3.2,6.9
"Turkey",2001,3.68156261702355,74.4,7789301.84338138,502759817601092,60,154.35382956,4.6,7
"Uganda",2001,2.32120739540285,49.7,521472.651072664,13028567100949.3,1e+05,16.98907305,2.8,5.3
"Ukraine",2001,2.86399921641608,67.5,1402418.98117698,68275175761106.4,9000,44.38571472,11.3,11.4
"United Arab Emirates",2001,6.34191854764741,73.6,67184733.7521958,211594287868516,NA,814.80856618,6.6,8.2
"United Kingdom",2001,2.40244708185489,78,51373300.5552526,3047484895428940,350,1800.65200012,12.3,12.5
"United States",2001,3.05595129911373,76.9,70232430.1579888,20014062229232600,20000,5051.9449521,13.3,13.4
"Uruguay",2001,2.50581049091542,74.8,13266950.336966,43891800384667.6,350,528.12419538,9.1,8.7
"Uzbekistan",2001,0.834472052678211,67.8,1148700.56688609,28676620431971,60,26.42976774,10.2,11
"Venezuela",2001,1.55488305458091,73.8,9781859.97969412,242247762397124,3800,295.10757719,7.6,7.6
"Yemen",2001,5.4810146916463,62.8,1095244.74209877,20005749221134,350,26.88569855,NA,NA
"Zimbabwe",2001,4.22987775818339,47,1079325.5159684,13572534553185.3,150000,66.09895116,5.4,7.2
"Albania",2002,1.31579371172281,75.5,2627445.45051852,8118223149212.2,NA,90.26431823,8.3,9.4
"Algeria",2002,3.67347820492736,73.8,3743843.97233,117713373113716,300,69.92465684,3.2,3.9
"Angola",2002,3.83742114333832,53.3,659131.188544326,21560897067374.6,11000,18.14977445,2.1,4.3
"Argentina",2002,1.09187997156388,74.3,12856787.6718995,484152424668528,2800,225.35706511,9.3,9.1
"Armenia",2002,2.70097353214749,71.6,1548739.95575981,4740796770157.82,350,41.9923427,10.5,10.7
"Australia",2002,1.92706988411495,80.3,44805982.038404,884270786797028,150,1846.88094922,11.1,11.5
"Austria",2002,0.906456031980603,78.8,48750227.6702076,393997243770828,60,2577.45107763,10.4,11.4
"Azerbaijan",2002,2.24332117101365,67.6,1568495.78523846,12817669132179.5,150,33.63898826,10.2,11.4
"Bahrain",2002,4.69836496899079,74.8,27336230.9408044,17551773800162.3,NA,580.16134519,6.4,7.9
"Bangladesh",2002,1.24834828569442,65.8,771612.086342008,103601598634769,60,NA,2.1,4.3
"Belarus",2002,1.40024408626422,67.9,2823513.47167416,28023371206366,150,94.77788686,11,11.1
"Belgium",2002,1.24488124488124,78.2,46016899.8745458,475483336570492,60,2070.85522722,11.2,11.5
"Belize",2002,0.841663836806228,69.3,6919248.89922404,1835696221045.65,350,154.91644757,7.6,7.9
"Benin",2002,0.925026830888741,57.7,713210.46285983,4948243493164.56,3300,17.29773751,1.2,3.1
"Bolivia",2002,2.03414367402314,68.7,2024252.42396362,17503020439936.9,2200,59.69686121,5.7,7.5
"Bosnia and Herzegovina",2002,3.62485355881032,76.4,3206087.10806866,12105809807875.6,NA,124.50308842,6.3,8.3
"Botswana",2002,3.67095953880898,45.6,7032415.83698002,12714872597894.3,16000,204.15582499,4.7,4.3
"Brazil",2002,1.91856664740409,71.4,7479838.77885714,1341025331474424,12000,203.08931575,6.1,6
"Brunei",2002,3.87075867842087,76.3,37499154.1433556,12809148568058.1,NA,533.15932204,NA,NA
"Bulgaria",2002,2.85337335815246,72.1,3578189.3066078,28128358582629,60,153.97903795,11.2,11.2
"Burkina Faso",2002,1.07726187680779,53.8,447990.464432348,5830790770439.04,14000,12.6621784,0.5,1.3
"Burundi",2002,5.75746684902192,49.8,267549.609498792,1780829196846.24,15000,6.59199465,1.5,3
"Cambodia",2002,1.57921037191254,61.6,655775.002223472,8423575485610.98,7600,25.02700655,2.5,4.7
"Cameroon",2002,0.685737451366851,54.2,1230584.48575546,21904003084298.6,33000,32.21794315,3.2,5.6
"Canada",2002,1.1563832232491,79.6,48429858.5630692,1518857224254978,350,2249.06879926,13.6,13.7
"Cape Verde",2002,0.72844112585884,68.7,2661817.56974152,1205111286524.78,NA,68.62929321,2.6,4.2
"Central African Republic",2002,1.02513692764093,45.2,477572.408339674,1912625852958.32,15000,10.67120768,NA,NA
"Chad",2002,1.72519670229052,51.9,379980.227876404,3355681008441.88,10000,18.02517262,0.5,2.2
"Chile",2002,3.64897137093883,77.7,10613442.4328082,158897109725334,NA,358.58608155,9.3,9.5
"China",2002,2.17729697705002,70.2,2211905.11391342,2832123307854740,NA,54.09233591,5.1,6.9
"Colombia",2002,3.40281772385721,73.7,5068666.20007946,209206072364600,7800,174.81367115,5.8,6.1
"Congo, Rep.",2002,1.66444961755903,54.3,2125615.73032982,6991986544565.86,5800,22.35925675,4.2,7.2
"Croatia",2002,2.76585722610924,74.9,10537182.8608489,46785091902121.4,60,374.6882405,9.5,10.2
"Cyprus",2002,2.30426061800995,78.7,27853090.202,19785108388312.9,NA,885.8897118,10.7,11.5
"Czech Republic",2002,1.90548893294333,75.4,12137719.5587943,123863606493310,60,522.59381262,NA,NA
"Denmark",2002,1.54938637189789,77.2,60254431.0638666,323923663843604,60,3018.61641409,12.2,12.4
"Djibouti",2002,5.62468349851696,60.2,1508588.78634342,1154497352179.25,600,42.44570964,1.2,4.5
"Dominican Republic",2002,1.09053817929733,73.5,5833566.7070789,51689834535416.4,4100,178.2827209,NA,NA
"Ecuador",2002,2.0430572908057,73.6,2764969.20938648,35301509358459.2,2300,107.49718366,7.1,7.6
"Egypt",2002,3.36262863465296,69.8,3015858.70180506,211636774563168,120,73.60372934,4.3,7
"El Salvador",2002,1.42590534504812,72.5,4566041.3036211,27342519213707,600,183.30946987,5.7,6.6
"Eritrea",2002,22.3153543418485,60,398240.639696414,1582597549656.28,2000,7.46286692,1.4,3.1
"Estonia",2002,1.67174508187411,70.9,9461449.18128426,12854744567199,120,298.41209727,11,10.4
"Ethiopia",2002,3.72014195436666,53.6,258314.265913662,17985468365651,NA,5.30305343,0.6,1.8
"Fiji",2002,1.67751009856116,64.5,4343214.75566646,3545522560781.74,60,78.05817904,8.1,8.8
"Finland",2002,1.19181877671498,78.3,48786752.4949306,253720287451630,60,2029.68047383,11.6,11.2
"France",2002,2.50698769106051,79.4,44115270.3061322,2726458035917060,1800,2489.20315816,9.7,9.8
"Gabon",2002,1.92016757826138,59.4,7999907.86571358,10324083074755.2,2300,122.283802,4.6,6.7
"Gambia",2002,0.390720315780118,63.8,1164799.40395269,1610484722459.58,300,15.76195642,1.4,3.1
"Georgia",2002,1.00053299706695,71.6,1551425.48169618,6759560823750.24,60,64.03320887,11.8,11.9
"Germany",2002,1.46177656880218,78.6,46434664.0540264,3830325553647240,600,2610.3461823,11.2,11.8
"Ghana",2002,0.599647988211698,60,538457.110522286,10819069634431.2,18000,14.57878352,4.2,6.9
"Greece",2002,3.24112551881351,79.1,24409199.8082778,268197132489044,350,1220.5698782,9.1,10
"Guatemala",2002,0.762429633713789,70,3475120.7644061,41007644787380.2,1900,109.01781469,3.2,4.3
"Guinea",2002,3.21506106958784,54.7,758936.443436744,6645619127366.3,6500,21.43139054,0.7,2.5
"Guinea-Bissau",2002,3.12507235034161,52.7,311057.655000156,401116933621.732,600,10.97857786,0.8,2.4
"Guyana",2002,1.90565373530578,63.5,1995530.20742706,1472723243913.45,600,56.26579087,8.5,8.7
"Honduras",2002,0.809032451032678,70.7,2338261.01477582,15146144179735.7,6800,73.68115665,4.9,5.2
"Hungary",2002,1.63305229763984,72.6,9898067.45159978,100550587198361,350,496.12773805,10.5,10.8
"India",2002,2.83325010680955,62.3,950914.116249,1035254568948718,160000,21.05781072,2.7,5.5
"Indonesia",2002,0.785362701111968,68,1632032.81580354,357458215206164,350,19.97728503,4.9,6.5
"Iran",2002,2.31457447788238,71.3,3359328.79610466,225790062473262,3900,101.81464978,4,6.2
"Ireland",2002,0.656331369080982,78.8,55037148.1747018,216401319297014,60,2206.03485082,10.8,10.5
"Israel",2002,9.63605791686128,78.6,37716583.4628926,247797953351204,60,1337.65752696,11.7,11.9
"Italy",2002,1.98844274817797,80.1,39527678.2252774,2259299552559540,600,1778.17199054,9.4,10
"Jamaica",2002,0.58802624880874,74.5,NA,18436771500121,3200,179.71708179,9.4,9.2
"Japan",2002,0.992893876954084,81.6,74726574.88857,9523528336673800,150,2453.53916465,11.6,11.7
"Jordan",2002,5.44485975807164,73.8,3741718.1389297,18850775983927.8,NA,186.27627515,6.9,9.4
"Kazakhstan",2002,0.998337701524197,65.4,3068323.2043139,45592054938574.2,600,59.8259656,10.8,11
"Kenya",2002,1.62685331759665,55.7,805257.65182022,26486048489314.6,130000,18.12122624,4.5,6.7
"South Korea",2002,2.44858396958166,77.1,24956127.32817,1188460695622112,60,594.43805852,NA,NA
"Kuwait",2002,7.40293356341674,78.2,37812805.9001752,78265550657077,NA,656.72167099,5.7,6.6
"Kyrgyz Republic",2002,2.72666898811682,65.9,578007.468280302,2884661871946.5,60,17.44204605,NA,NA
"Lao",2002,0.650379556419199,57.6,705559.639780008,3878249671978.78,150,12.86773763,NA,NA
"Latvia",2002,1.58032066616594,70.4,7706154.21591164,18021797197032.1,150,248.16731278,12,11.3
"Lebanon",2002,4.73815461346633,76.6,9589299.94214704,37096245183395.6,60,426.91043131,7,7.8
"Lesotho",2002,3.06024121172979,47,781199.697108114,1570415284308.25,16000,22.5691039,7.1,5.1
"Libya",2002,2.28174603174603,75,11783442.4540209,64034678843788.4,NA,182.0256853,NA,NA
"Lithuania",2002,1.69963184245853,72.1,7519032.47844524,2.608405e+13,60,262.49884886,11.4,11.4
"Luxembourg",2002,0.679384635904019,79,96947190.9141764,43265549694810.4,60,4182.41166989,10.2,11
"Macedonia, FYR",2002,2.80403558145311,73.3,3415784.55453526,6907587394331.7,NA,175.09119522,8.5,10
"Madagascar",2002,1.31316813045801,59.8,439440.556776954,7179822888832.48,1400,10.35883556,3.5,4.5
"Malawi",2002,0.555821941266844,46.4,284782.895716978,3369865504462.32,67000,10.86170165,2.5,5
"Malaysia",2002,2.21913139689937,73.8,8105757.49533852,198715263157895,4400,149.33655763,6.4,7.5
"Mali",2002,1.96574194567622,54.6,471321.80435657,5656751036523.66,7400,16.78542909,0.6,1.6
"Malta",2002,0.661151311241185,79.8,20232009.6495382,8011248628917.98,60,838.78623819,NA,NA
"Mauritania",2002,2.75077938749312,64.9,948753.554249118,2656825886831.1,600,24.36051865,1,2.4
"Mauritius",2002,0.199526824485925,71.7,7932325.19169934,9599668217693.78,350,165.40325654,6.5,7.8
"Mexico",2002,0.5360692495083,74.9,11405807.4102575,1170625382832904,7600,395.87458491,6.6,7.4
"Moldova",2002,0.419846587081724,69.6,813478.851632504,2947281874716.8,600,37.00297429,10.3,10.6
"Mongolia",2002,1.8103199017605,62.9,997101.730790914,2451726582113.86,60,27.34339421,8.2,8.6
"Morocco",2002,3.649090982565,72,2759371.6708,82273428495329.2,600,72.83999862,1.9,3.9
"Mozambique",2002,1.27363592336061,52.7,538904.411057674,10346976009300,50000,13.06759525,1.3,3.1
"Myanmar",2002,1.29949664504098,61.7,NA,NA,12000,3.0195901,3.9,4.6
"Namibia",2002,2.61924922382162,52.7,4199788.24317266,8287895717382.86,10000,105.02988641,5.7,6
