"country","year","militaryexpenditures","lifeExp","GDPpercap","lit","HIV","HC"
"Latvia",1995,0.891438316344328,66.5,4785074.8213726,NA,"0.1",115.24748105
"Lebanon",1995,6.36813446314263,73.4,9284720.03736688,NA,"0.1",360.93608207
"Lesotho",1995,4.23241692336765,58.7,686212.658095066,NA,"14.3",36.63066875
"Lithuania",1995,0.453120589502459,69,5070761.3067916,NA,"0.06",99.68036152
"Luxembourg",1995,0.688272238142194,76.9,73672044.27815,NA,"0.2",2815.88029431
"Madagascar",1995,0.860599612419955,57.2,489388.004822904,NA,"0.2",6.73619863
"Malawi",1995,0.791260446600596,46.9,291282.149188306,NA,"13.9",6.95467768
"Malaysia",1995,2.7513575311871,72.4,7163892.6037387,NA,"0.3",124.11319458
"Mali",1995,2.18525079443727,51.4,383159.826405964,NA,"1.8",14.41309263
"Malta",1995,0.86522091609242,78.4,16641435.6835403,87.8686966410374,"0.1",591.41110042
"Mauritania",1995,2.2868315954825,61.2,991743.290050678,NA,"0.4",29.42597424
"Mauritius",1995,0.333111892271318,70.3,6166100.00287732,NA,"0.1",128.59989828
"Mexico",1995,0.597468803916771,73,9663638.79940984,NA,"0.3",176.1139258
"Moldova",1995,0.925968813143202,65.4,789408.796026008,NA,"0.1",30.07542781
"Mongolia",1995,1.46548711916334,61.7,861616.507686138,NA,"0.06",19.40734558
"Morocco",1995,4.35921647698632,69.5,2257534.1576,NA,"0.06",47.87469723
"Mozambique",1995,1.46048227542752,52.7,372018.028901366,NA,"4.1",7.27592516
"Myanmar",1995,3.68760221520714,59,NA,NA,"0.6",2.56896003
"Namibia",1995,1.95183377931686,60.5,3983203.72129656,NA,"7.1",132.01090509
"Nepal",1995,0.941713242842478,61.7,402595.561110754,NA,"0.4",NA
"Netherlands",1995,1.91213420646594,77.6,40857173.0794108,NA,"0.2",2256.66729666
"New Zealand",1995,1.39193404311483,77,24583675.129895,NA,"0.06",1188.85808088
"Nicaragua",1995,1.10282030687536,74.4,1724090.49385142,NA,"0.1",57.76325346
"Niger",1995,0.979974447207533,49.5,340658.129110934,NA,"0.6",7.04897452
"Nigeria",1995,0.707879763588384,55,718863.097327534,NA,"4",36.43011089
"Norway",1995,2.35564218914459,77.9,64439912.369236,NA,"0.1",3122.07899915
"Oman",1995,14.6219215629799,73.9,15079237.2844452,NA,"0.06",222.59801547
"Pakistan",1995,6.00239452667368,61.8,989441.977511648,NA,"0.06",15.08650443
"Panama",1995,1.22184136299819,75.3,6923082.95702402,NA,"1.6",228.02273952
"Papua New Guinea",1995,0.968569906533004,56.9,1509449.31029012,NA,"0.1",35.95027103
"Paraguay",1995,1.28843286558084,74.1,2977899.82205626,NA,"0.2",111.9301576
"Peru",1995,1.86557726877454,71.1,3956032.73554134,NA,"0.5",100.83342047
"Philippines",1995,2.29413033178712,68.8,1964063.11019005,NA,"0.06",36.91632443
"Poland",1995,1.95538843847673,71.9,6819165.65451124,NA,"0.1",198.95253205
"Portugal",1995,2.29164318671598,75.5,19000697.6730382,NA,"0.3",873.80128506
"Romania",1995,2.77255994318958,69.4,3482823.81881622,NA,"0.1",58.11105172
"Russia",1995,4.42422121106055,64.4,3236246.54903086,NA,"0.06",112.99841227
"Rwanda",1995,4.36395394467831,43.8,382567.644535726,NA,"4.7",10.34582287
"Saudi Arabia",1995,9.27846839011516,75.5,17953673.7470141,NA,NA,227.99304395
"Senegal",1995,1.65854630298973,58.4,914651.759270628,NA,"0.4",22.93545589
"Seychelles",1995,2.2808032394017,69.8,12075303.6805216,NA,NA,352.828368
"Sierra Leone",1995,2.87376597465952,50.9,394554.297475036,NA,"0.2",32.02787606
"Singapore",1995,4.21880748591165,76.4,41142918.9138672,NA,"0.1",727.46562864
"Slovak Republic",1995,3.21445176101747,72.4,9064111.4125045,NA,"0.06",221.45414465
"Slovenia",1995,1.60280667747646,74.6,16238222.7770562,NA,"0.06",785.06822335
"South Africa",1995,2.12351755172573,62.7,5920844.91640938,NA,"6.1",273.28997272
"Spain",1995,1.44967073266175,77.9,24098517.1200426,NA,"0.5",1127.9044085
"Sri Lanka",1995,5.85529192598671,71.7,1408648.19865205,NA,"0.06",24.49082662
"Sudan",1995,1.40657501093952,60.5,595833.08418,NA,"0.2",15.4248105
"Swaziland",1995,1.68765984967789,59.1,2749381.75746922,NA,"10.6",87.45453897
"Sweden",1995,2.25865189340038,78.9,47123339.8947786,NA,"0.1",2288.95010353
"Switzerland",1995,1.4702933676648,78.5,65683110.2738392,NA,"0.3",4270.82464535
"Syria",1995,6.95301895879854,72.7,2435532.69175338,NA,NA,51.69369976
"Tajikistan",1995,1.02152650043188,64.1,297455.73807218,NA,"0.1",3.05721148
"Tanzania",1995,1.62886939248469,53.9,566851.84284,NA,"7.8",6.28519541
"Thailand",1995,2.29324274126125,70.6,4023650.79588742,NA,"2.1",99.47459856
"Togo",1995,2.35626633006892,57.6,512347.59760347,NA,"2.5",17.29149462
"Trinidad and Tobago",1995,0.451145361534138,69.3,10142571.1148919,NA,"0.8",198.17974381
"Tunisia",1995,1.90009265883954,72.9,3656362.8957412,NA,"0.06",124.01772762
"Turkey",1995,3.90340371780009,70,7427245.27050448,NA,"0.06",95.49118806
"Turkmenistan",1995,2.30874233128834,63.3,1115011.59030704,98.7783167649831,NA,43.13042009
"Uganda",1995,2.29158841730608,48.3,443656.8028955,NA,"9.3",16.92150476
"Ukraine",1995,2.82850558199289,66.5,1340971.3721273,NA,"0.3",49.02900688
"United Kingdom",1995,2.9596353847035,76.7,42997580.3404856,NA,"0.1",1362.1954461
"United States",1995,3.79995639376431,75.9,60101973.4661294,NA,"0.5",3747.69212133
"Uruguay",1995,2.71463970997331,73.4,12293422.0501963,NA,"0.2",688.77317971
"Uzbekistan",1995,1.12290046511198,66.6,999789.45764527,NA,"0.06",22.68529502
"Venezuela",1995,1.60078831935332,72.7,10239205.121934,NA,NA,143.73640681
"Yemen",1995,6.34826300718569,60.3,989195.589403306,NA,NA,39.47949421
"Zambia",1995,1.59062922930289,46.9,635876.84211614,NA,"15",21.8367864
"Albania",1996,1.51709550445667,73.8,1981306.40805964,NA,NA,43.04581793
"Algeria",1996,3.09338520538001,72.1,3396667.6453978,NA,"0.06",61.76988298
"Angola",1996,2.45364114361221,51.3,544582.383741028,NA,"1.7",11.34438065
"Argentina",1996,1.24122836831469,73.5,14968008.0315445,NA,"0.3",618.92288714
"Armenia",1996,3.28186689273156,69.4,993745.82245938,NA,"0.06",29.26079518
"Australia",1996,1.97041186533075,78.5,38366280.7765554,NA,"0.1",1760.46283741
"Austria",1996,1.04729691447942,77.1,42348104.2374284,NA,"0.06",2789.12322012
"Azerbaijan",1996,2.25423034135488,65,978205.179530566,NA,"0.06",25.11595475
"Bahrain",1996,4.75090461408135,73.4,23370144.510715,NA,NA,485.80718538
"Bangladesh",1996,1.38741243524818,62.4,637840.938384038,NA,"0.06",NA
"Belarus",1996,1.25104775249271,68.1,1897919.83048176,NA,"0.06",88.26239934
"Belgium",1996,1.5382144240672,77.2,40368659.0013878,NA,"0.2",2148.28605883
"Belize",1996,1.23972483820639,70.4,5672986.4742052,NA,"1.6",102.41296513
"Bolivia",1996,1.99271929214658,65.1,1937862.07581351,NA,"0.2",44.82025956
"Botswana",1996,2.9268685141846,54.8,5119435.34495018,NA,"19.7",124.95290163
"Brazil",1996,1.67601611666281,69.3,7255253.99145072,NA,"0.4",349.96680811
"Brunei",1996,6.4189657562734,74.9,38890503.2633918,NA,NA,637.77443798
"Bulgaria",1996,2.40285272455939,70.9,2776220.68630156,NA,"0.06",55.24467726
"Burkina Faso",1996,1.18655677209692,51.5,380664.04510256,12.8481689342596,"3.2",11.85997735
"Burundi",1996,5.85328772329912,44.3,268940.8136982,NA,"5.9",8.253659
"Cambodia",1996,3.23845437631514,58.3,472416.166565796,NA,"1.4",29.01808094
"Cameroon",1996,1.28792361732493,56.2,1082605.82371142,NA,"4.8",34.4743623
"Canada",1996,1.40381232792903,78.3,40552904.2155362,NA,"0.2",1828.83737107
"Cape Verde",1996,0.84902738861097,68.2,1905670.49534149,NA,NA,57.58117005
"Central African Republic",1996,1.13975155279503,46.3,482086.872223702,NA,"10.1",11.34755568
"Chad",1996,1.90941487121119,53,344950.07665088,NA,"2.3",12.226303
"Chile",1996,3.08925656128482,75.7,9009442.64146016,NA,"0.1",386.97298178
"China",1996,1.75619515402534,68.8,1432490.23322652,NA,NA,26.43450997
"Colombia",1996,4.44537608353311,72.2,5198016.61794028,91.2071618552533,"0.7",230.03120219
"Congo, Dem. Rep.",1996,1.54674775513869,51.8,229749.331798964,NA,NA,4.41114917
"Cote d'Ivoire",1996,0.845430400049173,52.3,1274411.73166,NA,"7.4",44.70402422
"Croatia",1996,8.30561722081428,73.4,8584774.73229454,NA,"0.06",369.13695241
"Cyprus",1996,4.79238737674574,77.1,23791673.452,NA,NA,754.99585541
"Czech Republic",1996,1.73191604104282,73.8,10881418.2318183,NA,"0.06",403.33844413
"Denmark",1996,1.67332405786694,75.9,54342286.8309548,NA,"0.1",2878.18788198
"Djibouti",1996,4.96497522637963,60.3,1678184.08719325,NA,"2.5",30.67193109
"Dominican Republic",1996,0.630363596630591,72.6,4572317.7435861,NA,"0.9",112.49145655
"Ecuador",1996,1.97009584760985,72.5,2689173.52822598,NA,"0.5",80.84272201
"Egypt",1996,3.49433304272014,67.9,2578161.8654523,55.5869966863656,"0.06",45.61272749
"El Salvador",1996,1.55703981569764,70.3,3968501.88631924,NA,"0.4",134.99319595
"Eritrea",1996,21.9570838815043,58.4,406969.859240404,NA,"1.1",7.76044363
"Estonia",1996,0.876943487379906,69.8,6141147.53956212,NA,"0.1",219.32359379
"Ethiopia",1996,1.49821091600578,50,248496.231828952,NA,NA,4.22214438
"Fiji",1996,1.54283801874163,64.3,4050968.10096562,NA,"0.06",87.89687564
"Finland",1996,1.5756927701728,76.8,38936311.3337884,NA,"0.06",2011.35348458
"France",1996,2.95024907299258,78.4,39212106.1799238,NA,"0.3",2736.95497709
"Gambia",1996,0.463277800561914,62.8,1109200.38057749,NA,"0.3",18.85001126
"Georgia",1996,2.21017302703038,71.2,1109689.04288128,NA,"0.06",45.96064888
"Germany",1996,1.59989333333333,76.9,42332969.9739062,NA,"0.1",3102.38847292
"Ghana",1996,0.643812782770512,60.1,484116.591766248,NA,"2",20.39357869
"Greece",1996,3.34244751349039,77.9,20074656.9884002,NA,"0.1",1112.59836674
"Guatemala",1996,0.821126764662818,68.1,3193726.17939626,NA,"0.3",55.65335014
"Guinea-Bissau",1996,0.701776941292526,52.6,423033.375665802,NA,"1",20.2808109
"Guyana",1996,0.787568512741649,64.3,1843977.62193788,NA,"2.1",45.42281674
"Hungary",1996,1.47096767200097,70.5,7793745.62794486,NA,"0.1",315.3165681
"India",1996,2.47309057308722,60.2,775483.042830864,NA,"0.3",15.85808367
"Indonesia",1996,0.756710891048538,66.4,1696494.21184883,NA,"0.06",22.45919435
"Iran",1996,1.91747107617399,69.8,2925956.82448894,73.0602547122563,"0.06",86.10193265
"Ireland",1996,1.01509490417088,77.5,37329614.8831088,NA,"0.1",1328.20713782
"Israel",1996,9.11855190670387,77.7,36108581.727111,NA,"0.1",1383.87789425
"Italy",1996,1.85104881725158,78.3,35733798.7454552,NA,"0.3",1634.46978989
"Jamaica",1996,0.65499856790816,74.5,7293616.47104278,NA,"2.1",123.02210105
"Japan",1996,0.940549460595373,80.2,74052458.8958492,NA,"0.06",2600.12677309
"Jordan",1996,6.02569060571334,72.6,3412335.43569668,NA,NA,132.22223701
"Kazakhstan",1996,1.15133345957975,63.5,2087466.28636752,NA,"0.06",58.26432613
"Kenya",1996,1.41802737798656,57.4,843888.393129998,NA,"10.5",17.72537127
"South Korea",1996,2.94251135318964,74.5,20238598.4768762,NA,"0.06",493.58600029
"Kuwait",1996,10.2976892577502,76,42420660.8199062,NA,NA,671.20253118
"Kyrgyz Republic",1996,2.98726884992286,65.2,482504.876510526,NA,"0.06",24.751517
"Lao",1996,4.11429876311925,54,559251.51671729,NA,"0.06",17.57612567
"Latvia",1996,0.682682617600208,68.6,5022729.7645446,NA,"0.1",140.64523296
"Lebanon",1996,5.37354317450463,74,9551557.63475638,NA,"0.1",414.40239347
"Lesotho",1996,3.56479860893063,57.9,704654.216985804,NA,"18.5",34.41481831
"Lithuania",1996,0.501388460351743,70.2,5374270.08398736,NA,"0.06",130.63638383
"Luxembourg",1996,0.690021903447577,77.1,73777207.8650586,NA,"0.2",2810.23339462
"Macedonia, FYR",1996,2.96014289633733,72.1,3177965.08533678,NA,NA,202.27203341
"Madagascar",1996,1.23884302706193,57.6,484478.397681436,NA,"0.2",9.30241117
"Malawi",1996,0.8848997187514,46.3,306781.889841234,NA,"14.5",10.56340732
"Malaysia",1996,2.40055496064735,72.5,7685275.51614994,NA,"0.3",136.73410755
"Mali",1996,2.02268991275734,51.8,384980.180262508,NA,"1.9",21.58291449
"Malta",1996,0.906811547194291,78.5,17165589.9353408,NA,"0.1",638.78192988
"Mauritania",1996,2.6268431602197,61.5,1020240.07127561,NA,"0.4",23.29863287
"Mauritius",1996,0.293578475575279,70.5,6444402.76848032,NA,"0.1",135.43185253
"Mexico",1996,0.619982889752922,73.3,9988686.60265936,NA,"0.3",183.00960175
"Moldova",1996,0.906689230272377,66.1,749859.421113266,NA,"0.2",40.37456551
"Mongolia",1996,1.60569846365358,61.7,873586.886718512,NA,"0.06",21.04182654
"Morocco",1996,3.94971124801857,70,2496310.7018,NA,"0.1",51.5565498
"Mozambique",1996,1.11168262888051,52.6,387876.088068416,NA,"4.9",8.42895343
"Myanmar",1996,3.49756306977449,59.4,NA,NA,"0.6",2.53995786
"Namibia",1996,1.90526946905603,59.3,3990564.49945074,NA,"8.9",134.85418239
"Nepal",1996,0.900716314535601,62.5,413647.572645946,NA,"0.4",NA
"Netherlands",1996,1.87299651295523,77.6,42054495.0310178,NA,"0.2",2210.61555225
"New Zealand",1996,1.3659700399309,77.3,25068759.5435718,NA,"0.1",1277.9283238
"Nicaragua",1996,0.949704913116282,74.7,1796236.15597379,NA,"0.1",58.3285871
"Niger",1996,0.875252887017266,50.2,340389.437326674,NA,"0.7",6.78057089
"Nigeria",1996,0.545338910427022,55,732440.211269642,NA,"4",51.22636253
"Norway",1996,2.20844558848158,78.2,67383773.525806,NA,"0.1",3180.3851316
"Oman",1996,12.5461757017386,74.2,15354781.1962552,NA,"0.06",237.51872575
"Pakistan",1996,5.84857933762952,61.9,1010491.84679304,NA,"0.06",15.02545713
"Panama",1996,1.08344686283134,75.4,6974900.59499768,NA,"1.6",245.12046998
"Papua New Guinea",1996,1.00078001972125,57,1584167.43114996,NA,"0.1",38.85282057
"Paraguay",1996,1.13424703163789,74.1,2922969.17270682,NA,"0.2",121.24685002
"Peru",1996,1.76975864584546,71.7,3985156.0422081,NA,"0.5",103.77931209
"Philippines",1996,2.2684055873093,68.9,2032623.68422498,NA,"0.06",41.42719955
"Poland",1996,1.96787205635883,72.4,7239098.54562592,NA,"0.1",240.47046446
"Portugal",1996,2.14661567426368,75.5,19647668.5244471,NA,"0.3",938.92580939
"Romania",1996,2.47889261498889,69.1,3632899.19847424,NA,"0.1",60.00502063
"Russia",1996,4.10897499750971,65.7,3128230.53641394,NA,"0.06",146.6043859
"Rwanda",1996,5.32858020568695,44.6,413966.103685666,NA,"4.5",10.99523558
"Saudi Arabia",1996,8.46807787280307,75.8,18270104.5765176,NA,NA,248.3618144
"Senegal",1996,1.57476291637684,58.8,908867.096232596,NA,"0.4",24.08150634
"Seychelles",1996,2.09583233341333,69.9,12484586.3314804,NA,NA,355.52011538
"Sierra Leone",1996,1.97434584440508,51.9,414301.77965394,NA,"0.3",35.11120584
"Singapore",1996,4.30825079950763,76.7,42517055.7016856,NA,"0.1",765.81114252
"Slovak Republic",1996,3.03334143927638,72.8,9672788.54636178,NA,"0.06",253.44172823
"Slovenia",1996,1.55694554536573,75,16841076.8208763,NA,"0.06",811.86076018
"South Africa",1996,1.92473868077643,61.6,6039932.0006204,82.4021023685345,"8.4",271.16793666
"Spain",1996,1.38438973947727,78.1,24623984.1946636,NA,"0.4",1176.67553736
"Sri Lanka",1996,5.51991334777537,71.3,1446228.13004592,NA,"0.06",26.13121774
"Sudan",1996,1.1790760875239,60.6,615023.0488,NA,"0.2",11.5210148
"Swaziland",1996,1.65439260771025,57.1,2794004.52122026,NA,"13.3",87.96369161
"Sweden",1996,2.24390007093098,79.1,47806926.4348062,NA,"0.1",2564.23320285
"Switzerland",1996,1.39112728920775,79.1,65710614.3887936,NA,"0.3",4266.3571134
"Syria",1996,6.03598139701848,73.1,2481800.8853341,NA,NA,59.48382827
"Tajikistan",1996,1.29672085230868,63.3,244189.706687542,NA,"0.1",5.52973549
"Tanzania",1996,1.5553494732249,53.8,576490.41492,NA,"7.9",7.14312651
"Thailand",1996,2.21208176348938,70.6,4218109.22087708,NA,"2.1",115.97151454
"Tunisia",1996,2.02975931355323,73.4,3860841.39291794,NA,"0.06",123.22230318
"Turkey",1996,4.14294228593014,70.6,7847721.7902247,NA,"0.06",116.6936064
"Turkmenistan",1996,2.04175858198847,63.2,1167504.64199704,NA,NA,18.10106437
"Uganda",1996,2.31946971042074,48.2,469426.781867928,NA,"8.8",17.29059239
"Ukraine",1996,3.28757706473186,66.7,1217631.97718476,NA,"0.4",53.86532096
"United Kingdom",1996,2.82797297262724,76.9,44123098.7517946,NA,"0.1",1435.14008876
"United States",1996,3.50165782921134,76.3,61655976.3929726,NA,"0.5",3899.97693343
"Uruguay",1996,2.8059417188601,73.5,12930413.2181278,96.7818093028728,"0.2",682.39326788
"Uzbekistan",1996,1.234188966136,66.7,997522.765981444,NA,"0.06",31.99692252
"Venezuela",1996,1.07419328741164,73.1,10010500.1335036,NA,NA,106.06584179
"Yemen",1996,5.28539088297039,60.7,998015.357090514,NA,NA,25.08845245
"Zambia",1996,1.15690345857317,46.3,662045.021837662,NA,"14.9",21.01976226
"Zimbabwe",1996,3.15241001817631,54.4,1107752.58360014,NA,"26.2",57.09880453
"Albania",1997,1.37870662927084,74.1,1791121.94592936,NA,NA,36.13518413
"Algeria",1997,3.63283228608796,72.4,3380475.07671678,NA,"0.06",66.89374205
"Angola",1997,5.99388623603924,51.7,572009.094502504,NA,"1.8",13.51675768
"Argentina",1997,1.14013954659656,73.6,15988231.0943019,NA,"0.3",685.65165004
"Armenia",1997,3.90384606629595,70,1038981.78444115,NA,"0.06",30.28429645
"Australia",1997,1.91235430235012,78.8,39419321.0097112,NA,"0.1",1761.0735576
"Austria",1997,1.04166120178829,77.6,43276816.605178,NA,"0.1",2549.57557889
"Azerbaijan",1997,2.32404979925782,65.3,1025005.27587155,NA,"0.06",27.47675755
"Bahrain",1997,4.56582732027,73.8,23358718.7115822,NA,NA,504.19045056
"Bangladesh",1997,1.43125721102078,63.2,658792.09006204,NA,"0.06",NA
"Belarus",1997,1.77193747187049,68,2123268.9672978,NA,"0.06",91.0781798
"Belgium",1997,1.47499018027658,77.4,41775228.4002146,NA,"0.2",1905.23782861
"Belize",1997,1.43687358565188,69.7,5669787.60069606,NA,"1.8",109.88344591
"Bolivia",1997,2.281248331605,65.6,1990421.66984823,NA,"0.2",44.90718202
"Botswana",1997,3.0987233638581,52.9,5514956.53564866,NA,"22.2",137.53295062
"Brazil",1997,1.59943077358815,69.6,7386551.64029666,NA,"0.4",355.47161992
"Brunei",1997,7.1012051315278,75.2,37370476.8600082,NA,NA,633.80760031
"Bulgaria",1997,2.43071174685653,70.6,2747211.27349956,NA,"0.06",63.86194079
"Burkina Faso",1997,1.08495590594769,51.6,393629.005875194,NA,"2.9",10.91044579
"Burundi",1997,6.35939323220537,45,262899.151339292,NA,"5.8",8.36412757
"Cambodia",1997,3.00630964253581,58.7,487381.95179291,NA,"1.4",23.46128839
"Cameroon",1997,1.42166031896273,55.5,1111034.61203952,NA,"5.1",28.93216642
"Canada",1997,1.24624320151167,78.6,41822224.1258078,NA,"0.2",1873.00280192
"Cape Verde",1997,0.836178851024501,68.2,2007897.06042632,NA,NA,54.24267138
"Chad",1997,1.33098489143206,52.5,353222.067609316,NA,"2.5",11.49603456
"Chile",1997,3.20828176754783,76.2,9469128.29966876,NA,"0.1",417.13501957
"China",1997,1.68411988907601,69.1,1549769.26807486,NA,NA,30.98088366
"Colombia",1997,2.80179937307233,72.8,5282043.26442054,NA,"0.8",270.32099705
"Congo, Dem. Rep.",1997,1.375000022,53.2,211820.305643242,NA,NA,5.43813436
"Cote d'Ivoire",1997,0.798024290631677,52.3,1312316.85397222,NA,"7.5",46.61410676
"Croatia",1997,7.64723131223442,73.4,8990488.51062144,NA,"0.06",301.78666152
"Cyprus",1997,6.00499018833583,77.1,24007692.898,NA,NA,716.3966026
"Czech Republic",1997,1.66202987494456,74.2,10800319.5806838,NA,"0.06",369.41879905
"Denmark",1997,1.64537361378983,76.2,55847833.0609714,NA,"0.1",2628.59554232
"Djibouti",1997,5.28230500582072,60.1,1612323.5029556,NA,"2.7",34.00650267
"Dominican Republic",1997,0.783095058411458,72.9,4856390.55019738,NA,"1",132.76790367
"Ecuador",1997,2.11118625734511,72.7,2753032.37708738,NA,"0.5",88.45520801
"Egypt",1997,3.19781872884543,68.2,2674017.87806318,NA,"0.06",58.54551543
"El Salvador",1997,1.45149745084071,70.8,4103208.5041918,NA,"0.5",155.29782571
"Eritrea",1997,12.8271011965217,59,429656.676175396,NA,"1.2",9.10124162
"Estonia",1997,1.05117785623705,70,6940632.35935394,NA,"0.2",222.72520888
"Ethiopia",1997,2.61700360011077,50.6,249049.519504186,NA,NA,4.40284032
"Fiji",1997,1.47861466706361,64.1,3919629.19458366,NA,"0.06",92.33541517
"Finland",1997,1.58316260011175,77.1,41229825.7757774,NA,"0.06",1845.9547342
"France",1997,2.90597193202385,78.7,39905811.8237766,NA,"0.3",2435.32317818
"Gambia",1997,0.519690013017327,63.1,1131465.38349558,NA,"0.3",17.81173875
"Georgia",1997,1.25358766896378,71.3,1249286.48138198,NA,"0.06",56.9572553
"Germany",1997,1.53984105406253,77.3,43005442.8883892,NA,"0.1",2699.91599411
"Ghana",1997,0.658948233593606,59.8,492395.696095038,NA,"2.2",20.48672645
"Greece",1997,3.39674104382233,78.1,20674906.5247098,NA,"0.1",1063.95733988
"Guatemala",1997,0.742537209040132,67.7,3258346.32984474,NA,"0.3",63.92914194
"Guinea",1997,1.17267137144351,54,680502.811512952,NA,"1.8",26.33589615
"Guinea-Bissau",1997,0.676895594755814,52.8,441789.870954064,NA,"1.2",16.04043905
"Hungary",1997,1.68915906639044,70.9,8053678.81467948,NA,"0.1",308.82049747
"India",1997,2.6456480244027,60.5,792368.877546798,NA,"0.3",18.35371925
"Indonesia",1997,0.738256193447403,66.7,1751918.43403784,NA,"0.06",20.33183162
"Iran",1997,2.12759563862676,70.3,2969332.04532754,NA,"0.1",109.92425764
"Ireland",1997,0.943038443866819,77.4,40991820.9123942,NA,"0.1",1402.20842514
"Israel",1997,9.1491966089736,77.9,36404992.5696752,NA,"0.1",1438.01484552
"Italy",1997,1.89569473364435,78.7,36381342.2870292,NA,"0.3",1604.37160115
"Jamaica",1997,0.737447981769527,74.4,7141732.83926846,NA,"2.1",177.84243841
"Japan",1997,0.940752292199726,80.4,75037161.7168822,NA,"0.06",2361.91649726
"Jordan",1997,6.12975689007662,72.8,3419207.22032588,NA,NA,145.6608702
"Kazakhstan",1997,1.07048292833894,63.9,2156761.51950228,NA,"0.06",67.03209249
"Kenya",1997,1.34062387626848,56.7,825832.613893804,NA,"10.5",18.65775946
"South Korea",1997,2.87599249737547,74.9,20982163.6364882,NA,"0.06",454.37961623
"Kuwait",1997,8.09210883614837,76.2,42157282.1579844,NA,NA,668.67819714
"Kyrgyz Republic",1997,3.11219884180579,65.3,522667.074047712,NA,"0.06",20.65968797
"Lao",1997,3.45266218426313,54.4,584743.087875166,NA,"0.06",21.99466057
"Latvia",1997,0.620281231581016,69.3,5493234.4561252,NA,"0.2",160.06976651
"Lebanon",1997,4.30515463917526,74.4,9182103.3987334,NA,"0.1",501.56439807
"Lesotho",1997,3.41976891895832,56.6,714808.826828762,NA,"21.6",32.07559144
"Libya",1997,4.07802671566895,74.8,NA,NA,NA,200.31153167
"Lithuania",1997,0.745406616841253,71.1,5818454.0900111,NA,"0.06",162.5783173
"Luxembourg",1997,0.724695049541128,77.4,77184332.6414386,NA,"0.2",2470.73640073
"Macedonia, FYR",1997,2.2379489129263,72.3,3207945.59297572,NA,NA,177.93578224
"Madagascar",1997,1.48190046002705,58,486764.407720432,NA,"0.2",8.55261036
"Malawi",1997,0.990985958113677,45.8,310747.784809876,NA,"14.7",13.32004176
"Malaysia",1997,2.08555863326673,72.8,8045687.19112752,NA,"0.4",123.09095998
"Mali",1997,2.16655475973407,52.2,399968.918048552,NA,"1.9",18.23216139
"Malta",1997,0.857103498943888,78.8,17945244.509094,NA,"0.1",635.49886571
"Mauritania",1997,2.95927703006215,62,951649.740012754,NA,"0.5",23.01306073
"Mauritius",1997,0.233627223286323,70.7,6726178.94214702,NA,"0.2",126.96789556
"Mexico",1997,0.596328471812335,73.6,10488579.448719,NA,"0.3",223.42730209
"Moldova",1997,0.902777091442896,67.9,763541.950905876,NA,"0.3",42.71570891
"Mongolia",1997,1.58286902307034,61.9,899792.791198092,NA,"0.06",18.76718799
"Morocco",1997,4.19265677228568,70.4,2406385.2954,NA,"0.1",49.33083551
"Mozambique",1997,1.10274022647306,52.5,416190.99355092,38.7078765575308,"5.8",10.29483756
"Myanmar",1997,2.66188123543446,59.7,NA,NA,"0.7",2.02695709
"Namibia",1997,2.30434003940063,58.1,4038039.74657632,NA,"10.7",143.21525907
"Nepal",1997,0.88088609084071,63.4,423922.267004494,NA,"0.4",NA
"Netherlands",1997,1.76953397791589,77.9,43628608.6212964,NA,"0.2",1968.53703392
"New Zealand",1997,1.30497807958701,77.6,25179229.40934,NA,"0.1",1297.29287352
"Nicaragua",1997,0.894669832421458,75,1832018.33463803,NA,"0.1",47.94370702
"Niger",1997,0.937598619482009,50.6,337813.688149456,NA,"0.9",6.75567715
"Nigeria",1997,0.608915820279346,55,734920.161012192,NA,"4",53.32303494
"Norway",1997,2.05597873433556,78.3,70633501.6646224,NA,"0.1",3017.10679139
"Oman",1997,12.4804992056222,74.5,16225620.60464,NA,"0.06",231.44799254
"Pakistan",1997,5.43587479697831,61.8,993990.121437138,NA,"0.06",14.68398025
"Panama",1997,1.17017056723522,75.6,7277659.5330863,NA,"1.6",257.6036119
"Papua New Guinea",1997,1.30798350189276,57.2,1482565.91908357,NA,"0.2",33.72076606
"Paraguay",1997,1.36628020638,74.2,2944687.64528948,NA,"0.2",123.03347124
"Peru",1997,2.01291331820134,72.4,4186415.64782522,NA,"0.5",104.22463837
"Philippines",1997,1.91445900946248,69,2090917.77646882,NA,"0.06",41.14806543
"Poland",1997,2.03122907987341,72.7,7747008.88286176,NA,"0.1",230.05390024
"Portugal",1997,2.06533334519738,75.8,20445922.9557624,NA,"0.4",891.79760296
"Romania",1997,3.04437224450942,69.1,3421026.45716504,NA,"0.1",75.31467357
"Russia",1997,4.48239060832444,67,3181392.99907898,NA,"0.06",194.0917899
"Rwanda",1997,4.17338345304932,44,434337.48401901,NA,"4.3",13.50522974
"Saudi Arabia",1997,11.0009357492954,76,18513023.1072842,NA,NA,264.80402398
"Senegal",1997,1.515255095984,58.9,913773.952137736,NA,"0.5",21.63975918
"Serbia",1997,4.2765401002764,72.1,1688337.680355,NA,"0.06",144.03886556
"Seychelles",1997,2.02502120441052,70.1,13814871.3018045,NA,NA,431.67751946
"Sierra Leone",1997,1.11623459260733,51.3,343581.223953566,NA,"0.4",29.40540754
"Singapore",1997,4.48874253487118,77.2,44611367.2597028,NA,"0.1",756.39071818
