"country","year","militaryexpenditures","lifeExp","GDPpercap","lit","HIV","HC"
"Syria",2000,5.34013288590313,74.4,2417469.28306566,NA,NA,59.21796899
"Tajikistan",2000,1.20329496233523,65.8,278819.763609478,99.4512482571115,"0.1",6.47029909
"Tanzania",2000,1.3246998880138,54.3,615972.30926,NA,"7.3",10.10198939
"Thailand",2000,1.46666555617197,70.7,3886475.85627928,92.6465442298362,"1.8",65.98047401
"Tunisia",2000,1.54926036407619,75,4490670.11805668,NA,"0.06",122.39766465
"Turkey",2000,3.74899447533941,73.8,8378956.1242766,NA,"0.06",204.5048228
"Uganda",2000,2.47748970528677,49.1,511561.222372606,NA,"7.3",15.61499902
"Ukraine",2000,3.63614982066208,67.3,1271417.93631701,NA,"0.9",35.74094111
"United Arab Emirates",2000,6.32602517361338,73.3,68790298.2685796,NA,NA,885.36172573
"United Kingdom",2000,2.3867079388947,77.8,50115227.060994,NA,"0.1",1758.84760214
"United States",2000,3.04781387642947,76.9,70163846.168723,NA,"0.5",4703.46734364
"Uruguay",2000,2.46349599073539,74.6,13828725.1639552,NA,"0.3",583.72988562
"Uzbekistan",2000,1.15187308385912,67.6,1116442.28795557,98.6425834701697,"0.06",31.70509825
"Venezuela",2000,1.52657012884905,73.8,9637416.3601302,NA,NA,273.76848845
"Yemen",2000,4.91539236509943,62.4,1087427.76550718,NA,NA,25.27747297
"Zimbabwe",2000,5.17661756553488,47.9,1069582.30308997,NA,"24.8",59.67199448
"Albania",2001,1.29960736181529,75.1,2563685.60776508,98.7129780776867,NA,79.86222152
"Algeria",2001,3.80210291706109,73.5,3628830.26002882,NA,"0.06",67.81401286
"Angola",2001,4.52435888850332,52.5,595803.367292064,67.4054160382926,"1.9",21.42584746
"Argentina",2001,1.18423479679445,74.3,14566125.83243,97.1933115834792,"0.4",677.72866824
"Armenia",2001,3.12957956139623,71.4,1366193.56832308,99.4001565166496,"0.1",41.13969292
"Australia",2001,1.92095288742437,80.1,43648172.1335314,NA,"0.1",1631.91770786
"Austria",2001,0.933235941284903,78.6,48174710.7596328,NA,"0.1",2385.36258126
"Azerbaijan",2001,2.31394386334562,67.2,1428791.37450775,NA,"0.06",31.20467428
"Bahrain",2001,4.22648597880048,74.3,25952413.7378636,86.548744232634,NA,528.25677649
"Bangladesh",2001,1.3417662408143,65.4,751986.920241386,47.48550010368,"0.06",NA
"Belarus",2001,1.43828756434444,68,2675699.91747588,NA,"0.1",81.76748168
"Belgium",2001,1.30598953822704,78,45603553.4341618,NA,"0.2",1875.07828439
"Belize",2001,0.854513849448294,68.8,6785707.67224184,NA,"2.2",152.4334321
"Benin",2001,0.552163965089433,57.4,704496.92337671,NA,"1.4",17.42717343
"Bolivia",2001,2.26992486910349,68.3,2014758.61945558,86.7236666158788,"0.2",60.61890609
"Botswana",2001,3.48711927040061,46.5,6536717.61800086,NA,"26.3",180.32668877
"Brazil",2001,1.97229782449759,71.1,7385680.35342948,NA,"0.4",227.71358632
"Brunei",2001,3.88621404429925,76.1,36882693.777922,92.6711277443389,NA,532.42586335
"Bulgaria",2001,2.92749517396855,71.8,3352873.55961286,98.2035557670328,"0.06",129.21522704
"Burkina Faso",2001,1.08151413727084,53.2,440295.88143752,NA,"2.1",10.9831747
"Burundi",2001,6.47350415576431,48.4,262324.059119424,NA,"5",6.91261912
"Cambodia",2001,1.79294234365821,60.8,623970.989880424,NA,"1.2",22.40788112
"Cameroon",2001,1.40198032705832,54.2,1210322.1539974,NA,"5.5",28.20585611
"Canada",2001,1.17070740617735,79.5,47477790.7506362,NA,"0.2",2148.97613653
"Cape Verde",2001,0.824442041858661,68.6,2571682.21173438,NA,NA,63.57555861
"Chad",2001,1.79566491669411,51.7,363120.976204364,NA,"3.2",12.08947712
"Chile",2001,3.78990146072449,77.4,10508030.6893333,NA,"0.3",370.89851988
"China",2001,2.07012581285382,70,2041039.98700676,NA,NA,47.24784068
"Colombia",2001,3.30571149444545,73.5,5025039.47335732,NA,"0.8",178.10095346
"Congo, Rep.",2001,1.38524630181126,53.5,2080303.64152058,NA,"3.8",21.02232209
"Croatia",2001,2.73079066127651,74.6,10047060.5513729,98.1466783935164,"0.06",375.69181317
"Cyprus",2001,3.38731813344223,78.5,27624540.084,96.8036309117966,NA,776.31481251
"Czech Republic",2001,1.83691864228605,75.3,11845643.5229357,NA,"0.06",404.36824226
"Denmark",2001,1.57358692014366,77.2,60166957.3199516,NA,"0.1",2726.07501987
"Djibouti",2001,4.55025331611138,60.1,1500842.50102486,NA,"2.9",41.42322494
"Dominican Republic",2001,1.24807199830382,73.4,5599379.90903184,NA,"0.9",174.05146706
"Ecuador",2001,1.80705874733531,73.4,2675645.80673322,90.9840255977219,"0.5",78.24310417
"Egypt",2001,3.30610538054084,69.7,3001045.48578396,NA,"0.06",75.77551838
"El Salvador",2001,1.38543005244191,71.7,4478237.29031,NA,"0.8",181.04175526
"Eritrea",2001,24.2272802402288,59.9,402998.656716478,NA,"1.2",9.16608481
"Estonia",2001,1.50626841800557,70,8843425.20711492,NA,"0.6",252.19089163
"Ethiopia",2001,4.3497434842048,52.7,261026.88236536,NA,NA,5.65429708
"Fiji",2001,1.97650995967867,64.4,4216578.5570663,NA,"0.06",66.35811076
"Finland",2001,1.18674975590144,78.1,48024317.5373678,NA,"0.1",1783.87121576
"France",2001,2.48650432675958,79.2,44028049.4822188,NA,"0.3",2234.30695655
"Gabon",2001,1.91044084869887,59,8195122.84739046,NA,"5.3",106.63902235
"Gambia",2001,0.357026297926142,63.9,1240306.9466588,NA,"0.6",18.18135894
"Georgia",2001,0.740186005258762,71.7,1461051.39131963,NA,"0.06",53.7079071
"Germany",2001,1.45810932965412,78.4,46508079.8240232,NA,"0.1",2400.53408061
"Ghana",2001,0.60939252496014,59.9,527923.091523828,NA,"2.3",15.16446481
"Greece",2001,3.41010675499384,78.9,23678641.3858272,95.9943592275286,"0.1",1053.46732823
"Guatemala",2001,1.05185953252804,69.3,3429366.80469712,NA,"0.5",103.64084087
"Guinea",2001,3.03530539432345,54.4,732959.729650958,NA,"1.7",20.05078989
"Guinea-Bissau",2001,3.1069226796652,52.7,341361.501995734,NA,"2",9.23203015
"Guyana",2001,1.75652464158744,63.9,1981983.38520308,NA,"1.4",53.43308433
"Honduras",2001,0.822525733009219,70.6,2299898.4885392,80.0110317619977,"1.2",65.71121236
"Hungary",2001,1.80368008311497,72.3,9444350.01934904,NA,"0.06",374.7306725
"India",2001,2.93400005393937,61.9,929948.5214152,61.0145563688025,"0.4",20.92409913
"Indonesia",2001,0.477670832315914,67.8,1582152.90932097,NA,"0.06",16.57182934
"Iran",2001,3.87533213660345,71.3,3166875.94178654,NA,"0.1",293.52512133
"Ireland",2001,0.72636712555102,78.4,52867507.443043,NA,"0.2",1831.00019971
"Israel",2001,8.39278910591025,78.8,38706689.084695,NA,"0.1",1502.29826835
"Italy",2001,1.95837067559142,79.8,39474481.3830208,98.4166220467208,"0.3",1610.53600547
"Jamaica",2001,0.509347226039607,74.2,7010004.10273552,NA,"1.9",178.32292064
"Japan",2001,0.979144808989618,81.3,74684289.46381,NA,"0.06",2550.51782782
"Jordan",2001,5.88946649286197,73.6,3623743.97724042,NA,NA,181.00955562
"Kazakhstan",2001,0.99981747947367,65.1,2794580.86699584,NA,"0.06",51.6894117
"Kenya",2001,1.50447795134584,55.6,822142.664299432,NA,"8.4",18.71313774
"South Korea",2001,2.56487720888306,76.7,23421159.6498324,NA,"0.06",538.79152205
"Kuwait",2001,7.70021493318382,77.6,37811716.387501,NA,NA,626.27936493
"Kyrgyz Republic",2001,2.34694443805298,66,583438.663608404,NA,"0.06",14.65312724
"Lao",2001,0.71329401724643,56.6,676944.408975688,NA,"0.06",12.9092507
"Latvia",2001,1.04599624820686,70,7187330.49411602,NA,"0.4",215.23996917
"Lebanon",2001,5.43090164242492,76.3,9436346.99591454,NA,"0.2",432.87076239
"Lesotho",2001,3.40104825209524,48.9,781201.206770122,NA,"24.5",26.74114726
"Libya",2001,2.88439171900442,75,12169257.0676621,NA,NA,221.81569952
"Lithuania",2001,1.76820479923679,71.6,7011405.53564596,99.6457534683578,"0.06",219.74549737
"Luxembourg",2001,0.793007358576663,78.7,94118605.952653,NA,"0.3",3387.54686201
"Macedonia, FYR",2001,6.58438853751053,73,3397259.89174108,NA,NA,144.96729573
"Madagascar",2001,1.43584375339275,59.6,518858.808511964,NA,"0.2",10.95218882
"Malawi",2001,0.739145582184102,45.9,287400.303987864,NA,"13.8",7.53352979
"Malaysia",2001,2.0849228116252,73.6,7867870.1539152,NA,"0.4",138.17413974
"Mali",2001,2.27213778077502,54.1,466604.054141044,NA,"1.6",16.5732468
"Malta",2001,0.692249628673696,79.4,19825979.3786825,NA,"0.1",674.58298506
"Mauritania",2001,4.01597937054808,64.2,970192.877950326,NA,"0.6",19.56861769
"Mauritius",2001,0.198265280981945,71.6,7834940.07054908,NA,"0.4",145.15094141
"Mexico",2001,0.569085909022265,74.9,11457935.3109595,NA,"0.3",372.875884
"Moldova",2001,0.402596859975447,69.2,752872.870166646,NA,"0.4",29.01035187
"Mongolia",2001,1.82372284326877,62.7,961559.419432192,NA,"0.06",23.64654231
"Morocco",2001,3.89749579035746,71.8,2702534.4366,NA,"0.1",57.4825891
"Mozambique",2001,1.24217179364959,52.8,508713.907853202,NA,"9.4",11.9316812
"Myanmar",2001,1.80077509418138,61.3,NA,NA,"0.8",2.62253668
"Namibia",2001,2.72801702963812,53.4,4084526.18698064,85.041281855132,"16.1",113.1389719
"Nepal",2001,1.09825398227483,65.9,461003.514936836,48.6089715061678,"0.5",NA
"Netherlands",2001,1.5475810252138,78.3,48920130.7706298,NA,"0.2",2072.17882123
"New Zealand",2001,1.13042540727806,78.6,27548647.1953542,NA,"0.1",1051.51110931
"Nicaragua",2001,0.683524520762284,76.2,2042696.37657526,76.677126363222,"0.1",54.66567741
"Niger",2001,1.27629733520337,52.9,340662.23593801,9.39133115189453,"1",6.15366626
"Nigeria",2001,1.18934726936168,55.4,748337.327673876,NA,"3.8",18.18452113
"Norway",2001,1.73526095282217,78.9,76050997.994493,NA,"0.1",3333.3730539
"Oman",2001,12.1634834582102,75.4,18738668.8155548,NA,"0.06",262.69094301
"Pakistan",2001,4.03812656581327,62.5,1022221.9944527,NA,"0.1",13.03001159
"Papua New Guinea",2001,0.822407972066986,57.6,1274629.82560032,NA,"0.5",25.21415887
"Paraguay",2001,1.02018970132321,74.2,2646926.8306212,NA,"0.3",106.97655421
"Peru",2001,1.68434760399968,75.2,4072315.89569394,NA,"0.5",96.25491299
"Philippines",2001,1.47137884115573,69,2111614.88249482,NA,"0.06",28.95764969
"Poland",2001,1.90670682586677,74.2,9064012.1209177,NA,"0.1",291.67454728
"Portugal",2001,1.93201364456749,76.8,23242230.3845226,NA,"0.5",1082.72793328
"Romania",2001,2.45271201920136,71.1,3539191.2750694,NA,"0.1",97.45870318
"Russia",2001,4.08113064090523,65.1,3740097.24889702,NA,"0.5",119.03871532
"Rwanda",2001,3.39681270062539,51,445866.458854072,NA,"3.7",8.64290096
"Saudi Arabia",2001,11.4892115406877,77.1,18322923.6250141,NA,NA,399.44871967
"Senegal",2001,1.41240168778173,60.2,1002982.56971081,NA,"0.6",22.61723633
"Serbia",2001,4.3375671627535,72.4,1707266.38220237,NA,"0.06",115.06149521
"Seychelles",2001,1.77782655216878,71.1,14800493.6426816,NA,NA,362.54859651
"Sierra Leone",2001,3.71260785579523,51.8,349182.847730272,NA,"1.1",28.00905188
"Singapore",2001,4.9135749200852,78.6,45826642.4874708,NA,"0.1",604.86143166
"Slovak Republic",2001,1.86534218713674,73.6,11052219.7600947,NA,"0.06",215.99604058
"Slovenia",2001,1.32435289417476,76.3,20648766.5463552,NA,"0.06",881.81765613
"South Africa",2001,1.57096957619767,55.9,6079412.25966302,NA,"17.1",229.27821204
"Spain",2001,1.17166889330788,79.5,29549789.718877,NA,"0.4",1082.73262837
"Sri Lanka",2001,4.28450372994758,73.3,1710745.160681,90.6827545940468,"0.06",31.14846894
"Sudan",2001,2.90439148397974,62.8,743553.43598,NA,"0.4",13.45525518
"Swaziland",2001,1.45481466177711,46.6,3047301.59771608,NA,"23.6",63.67235559
"Sweden",2001,1.81564703743242,79.8,56291023.4767064,NA,"0.1",2264.26452917
"Switzerland",2001,1.08384282861238,80.2,71709865.151915,NA,"0.3",3706.74349576
"Syria",2001,5.2583121211972,74.6,2471116.996213,NA,NA,57.73347493
"Tajikistan",2001,1.15453078820329,66.1,304312.298256696,NA,"0.1",7.95202409
"Tanzania",2001,1.45050577597993,54.8,636525.57974,NA,"7.1",10.50021219
"Thailand",2001,1.48826278824865,71.2,3924482.87396468,NA,"1.7",59.94871586
"Tunisia",2001,1.52143235138472,75.3,4654875.23114116,NA,"0.06",121.87257643
"Turkey",2001,3.68156261702355,74.4,7789301.84338138,NA,"0.06",154.35382956
"Uganda",2001,2.32120739540285,49.7,521472.651072664,NA,"7",16.98907305
"Ukraine",2001,2.86399921641608,67.5,1402418.98117698,99.430410411751,"0.9",44.38571472
"United Arab Emirates",2001,6.34191854764741,73.6,67184733.7521958,NA,NA,814.80856618
"United Kingdom",2001,2.40244708185489,78,51373300.5552526,NA,"0.1",1800.65200012
"United States",2001,3.05595129911373,76.9,70232430.1579888,NA,"0.5",5051.9449521
"Uruguay",2001,2.50581049091542,74.8,13266950.336966,NA,"0.4",528.12419538
"Uzbekistan",2001,0.834472052678211,67.8,1148700.56688609,NA,"0.06",26.42976774
"Venezuela",2001,1.55488305458091,73.8,9781859.97969412,92.9798332620823,NA,295.10757719
"Yemen",2001,5.4810146916463,62.8,1095244.74209877,NA,NA,26.88569855
"Zimbabwe",2001,4.22987775818339,47,1079325.5159684,NA,"23.7",66.09895116
"Albania",2002,1.31579371172281,75.5,2627445.45051852,NA,NA,90.26431823
"Algeria",2002,3.67347820492736,73.8,3743843.97233,69.8735004434486,"0.06",69.92465684
"Angola",2002,3.83742114333832,53.3,659131.188544326,NA,"1.9",18.14977445
"Argentina",2002,1.09187997156388,74.3,12856787.6718995,NA,"0.4",225.35706511
"Armenia",2002,2.70097353214749,71.6,1548739.95575981,NA,"0.1",41.9923427
"Australia",2002,1.92706988411495,80.3,44805982.038404,NA,"0.1",1846.88094922
"Austria",2002,0.906456031980603,78.8,48750227.6702076,NA,"0.1",2577.45107763
"Azerbaijan",2002,2.24332117101365,67.6,1568495.78523846,NA,"0.06",33.63898826
"Bahrain",2002,4.69836496899079,74.8,27336230.9408044,NA,NA,580.16134519
"Bangladesh",2002,1.24834828569442,65.8,771612.086342008,NA,"0.06",NA
"Belarus",2002,1.40024408626422,67.9,2823513.47167416,NA,"0.1",94.77788686
"Belgium",2002,1.24488124488124,78.2,46016899.8745458,NA,"0.2",2070.85522722
"Belize",2002,0.841663836806228,69.3,6919248.89922404,NA,"2.3",154.91644757
"Benin",2002,0.925026830888741,57.7,713210.46285983,34.6578467676293,"1.4",17.29773751
"Bolivia",2002,2.03414367402314,68.7,2024252.42396362,NA,"0.2",59.69686121
"Bosnia and Herzegovina",2002,3.62485355881032,76.4,3206087.10806866,NA,NA,124.50308842
"Botswana",2002,3.67095953880898,45.6,7032415.83698002,NA,"26.3",204.15582499
"Brazil",2002,1.91856664740409,71.4,7479838.77885714,NA,"0.4",203.08931575
"Brunei",2002,3.87075867842087,76.3,37499154.1433556,NA,NA,533.15932204
"Bulgaria",2002,2.85337335815246,72.1,3578189.3066078,NA,"0.06",153.97903795
"Burkina Faso",2002,1.07726187680779,53.8,447990.464432348,NA,"1.9",12.6621784
"Burundi",2002,5.75746684902192,49.8,267549.609498792,NA,"4.7",6.59199465
"Cambodia",2002,1.57921037191254,61.6,655775.002223472,NA,"1.1",25.02700655
"Cameroon",2002,0.685737451366851,54.2,1230584.48575546,NA,"5.5",32.21794315
"Canada",2002,1.1563832232491,79.6,48429858.5630692,NA,"0.2",2249.06879926
"Cape Verde",2002,0.72844112585884,68.7,2661817.56974152,NA,NA,68.62929321
"Central African Republic",2002,1.02513692764093,45.2,477572.408339674,NA,"8.4",10.67120768
"Chad",2002,1.72519670229052,51.9,379980.227876404,NA,"3.3",18.02517262
"Chile",2002,3.64897137093883,77.7,10613442.4328082,95.7166242261816,"0.3",358.58608155
"China",2002,2.17729697705002,70.2,2211905.11391342,NA,NA,54.09233591
"Colombia",2002,3.40281772385721,73.7,5068666.20007946,NA,"0.8",174.81367115
"Congo, Rep.",2002,1.66444961755903,54.3,2125615.73032982,NA,"3.8",22.35925675
"Croatia",2002,2.76585722610924,74.9,10537182.8608489,NA,"0.06",374.6882405
"Cyprus",2002,2.30426061800995,78.7,27853090.202,NA,NA,885.8897118
"Czech Republic",2002,1.90548893294333,75.4,12137719.5587943,NA,"0.06",522.59381262
"Denmark",2002,1.54938637189789,77.2,60254431.0638666,NA,"0.1",3018.61641409
"Djibouti",2002,5.62468349851696,60.2,1508588.78634342,NA,"2.9",42.44570964
"Dominican Republic",2002,1.09053817929733,73.5,5833566.7070789,NA,"0.9",178.2827209
"Ecuador",2002,2.0430572908057,73.6,2764969.20938648,NA,"0.5",107.49718366
"Egypt",2002,3.36262863465296,69.8,3015858.70180506,NA,"0.06",73.60372934
"El Salvador",2002,1.42590534504812,72.5,4566041.3036211,NA,"0.8",183.30946987
"Eritrea",2002,22.3153543418485,60,398240.639696414,52.5139512491258,"1.1",7.46286692
"Estonia",2002,1.67174508187411,70.9,9461449.18128426,NA,"0.7",298.41209727
"Ethiopia",2002,3.72014195436666,53.6,258314.265913662,NA,NA,5.30305343
"Fiji",2002,1.67751009856116,64.5,4343214.75566646,NA,"0.06",78.05817904
"Finland",2002,1.19181877671498,78.3,48786752.4949306,NA,"0.1",2029.68047383
"France",2002,2.50698769106051,79.4,44115270.3061322,NA,"0.3",2489.20315816
"Gabon",2002,1.92016757826138,59.4,7999907.86571358,NA,"5.4",122.283802
"Gambia",2002,0.390720315780118,63.8,1164799.40395269,NA,"0.7",15.76195642
"Georgia",2002,1.00053299706695,71.6,1551425.48169618,99.6523489544112,"0.06",64.03320887
"Germany",2002,1.46177656880218,78.6,46434664.0540264,NA,"0.1",2610.3461823
"Ghana",2002,0.599647988211698,60,538457.110522286,NA,"2.2",14.57878352
"Greece",2002,3.24112551881351,79.1,24409199.8082778,NA,"0.1",1220.5698782
"Guatemala",2002,0.762429633713789,70,3475120.7644061,69.1017276395349,"0.5",109.01781469
"Guinea",2002,3.21506106958784,54.7,758936.443436744,NA,"1.6",21.43139054
"Guinea-Bissau",2002,3.12507235034161,52.7,311057.655000156,NA,"2.1",10.97857786
"Guyana",2002,1.90565373530578,63.5,1995530.20742706,NA,"1.3",56.26579087
"Honduras",2002,0.809032451032678,70.7,2338261.01477582,NA,"1.1",73.68115665
"Hungary",2002,1.63305229763984,72.6,9898067.45159978,NA,"0.06",496.12773805
"India",2002,2.83325010680955,62.3,950914.116249,NA,"0.4",21.05781072
"Indonesia",2002,0.785362701111968,68,1632032.81580354,NA,"0.06",19.97728503
"Iran",2002,2.31457447788238,71.3,3359328.79610466,77,"0.1",101.81464978
"Ireland",2002,0.656331369080982,78.8,55037148.1747018,NA,"0.2",2206.03485082
"Israel",2002,9.63605791686128,78.6,37716583.4628926,NA,"0.1",1337.65752696
"Italy",2002,1.98844274817797,80.1,39527678.2252774,NA,"0.3",1778.17199054
"Jamaica",2002,0.58802624880874,74.5,NA,NA,"1.9",179.71708179
"Japan",2002,0.992893876954084,81.6,74726574.88857,NA,"0.06",2453.53916465
"Jordan",2002,5.44485975807164,73.8,3741718.1389297,NA,NA,186.27627515
"Kazakhstan",2002,0.998337701524197,65.4,3068323.2043139,NA,"0.06",59.8259656
"Kenya",2002,1.62685331759665,55.7,805257.65182022,NA,"7.9",18.12122624
"South Korea",2002,2.44858396958166,77.1,24956127.32817,NA,"0.06",594.43805852
"Kuwait",2002,7.40293356341674,78.2,37812805.9001752,NA,NA,656.72167099
"Kyrgyz Republic",2002,2.72666898811682,65.9,578007.468280302,NA,"0.06",17.44204605
"Lao",2002,0.650379556419199,57.6,705559.639780008,NA,"0.06",12.86773763
"Latvia",2002,1.58032066616594,70.4,7706154.21591164,NA,"0.4",248.16731278
"Lebanon",2002,4.73815461346633,76.6,9589299.94214704,NA,"0.2",426.91043131
"Lesotho",2002,3.06024121172979,47,781199.697108114,NA,"24.3",22.5691039
"Libya",2002,2.28174603174603,75,11783442.4540209,NA,NA,182.0256853
"Lithuania",2002,1.69963184245853,72.1,7519032.47844524,NA,"0.06",262.49884886
"Luxembourg",2002,0.679384635904019,79,96947190.9141764,NA,"0.3",4182.41166989
"Macedonia, FYR",2002,2.80403558145311,73.3,3415784.55453526,96.1289327575571,NA,175.09119522
"Madagascar",2002,1.31316813045801,59.8,439440.556776954,NA,"0.2",10.35883556
"Malawi",2002,0.555821941266844,46.4,284782.895716978,NA,"13.4",10.86170165
"Malaysia",2002,2.21913139689937,73.8,8105757.49533852,NA,"0.4",149.33655763
"Mali",2002,1.96574194567622,54.6,471321.80435657,NA,"1.5",16.78542909
"Malta",2002,0.661151311241185,79.8,20232009.6495382,NA,"0.1",838.78623819
"Mauritania",2002,2.75077938749312,64.9,948753.554249118,NA,"0.6",24.36051865
"Mauritius",2002,0.199526824485925,71.7,7932325.19169934,NA,"0.4",165.40325654
"Mexico",2002,0.5360692495083,74.9,11405807.4102575,90.2746548689915,"0.3",395.87458491
"Moldova",2002,0.419846587081724,69.6,813478.851632504,NA,"0.4",37.00297429
"Mongolia",2002,1.8103199017605,62.9,997101.730790914,NA,"0.06",27.34339421
"Morocco",2002,3.649090982565,72,2759371.6708,NA,"0.1",72.83999862
"Mozambique",2002,1.27363592336061,52.7,538904.411057674,NA,"10.1",13.06759525
"Myanmar",2002,1.29949664504098,61.7,NA,NA,"0.7",3.0195901
"Namibia",2002,2.61924922382162,52.7,4199788.24317266,NA,"16.5",105.02988641
"Nepal",2002,1.44762244718061,65.9,451040.28886995,NA,"0.5",NA
"Netherlands",2002,1.53671213678006,78.5,48645967.1094786,NA,"0.2",2405.06830073
"New Zealand",2002,1.06234160950577,78.9,28404326.2962826,NA,"0.1",1244.18121039
"Nicaragua",2002,0.864468129012108,76.3,2030067.21349,NA,"0.1",57.19065976
"Niger",2002,0.951877313590693,53.7,338948.088936216,NA,"1",6.88367406
"Nigeria",2002,1.51510834478786,55.3,741621.4584709,NA,"3.8",17.8047441
"Norway",2002,2.11843971214646,79.1,76778168.2235732,NA,"0.1",4140.05843201
"Oman",2002,12.4270333376573,75.4,19022111.7408125,NA,"0.06",277.70941793
"Pakistan",2002,4.22220096149398,62.6,1035193.30158991,NA,"0.1",14.78646255
"Papua New Guinea",2002,0.568830166016044,57.6,1240820.49799927,NA,"0.6",24.06136294
"Paraguay",2002,0.99855618611959,74.1,2486676.55281174,NA,"0.3",78.44909456
"Peru",2002,1.49361461719584,75.7,4220279.24654508,NA,"0.5",102.8142721
"Philippines",2002,1.47389023669829,69,2143380.18910514,NA,"0.06",28.16312659
"Poland",2002,1.90544387801795,74.6,9199111.00596338,NA,"0.1",328.46889667
"Portugal",2002,1.96703631298429,77.3,23249536.2400548,NA,"0.5",1185.93937555
"Qatar",2002,4.71596390670223,75,62995171.3012652,NA,"0.06",873.97968162
"Romania",2002,2.30466931509622,71.2,3775791.46629514,97.2975853096429,"0.1",119.39889956
"Russia",2002,4.34412403608947,64.9,3935037.2048522,99.4409677101739,"0.6",142.04849253
"Rwanda",2002,3.10953067317332,53.5,492172.373801462,NA,"3.6",8.05469852
"Saudi Arabia",2002,9.81264877657988,77.2,17678372.6328364,NA,NA,377.50374896
"Senegal",2002,1.39413746582325,60.4,982924.132248056,39.2752461892802,"0.7",26.94947408
"Serbia",2002,4.4926909331955,72.5,1778458.29311336,NA,"0.1",178.76661038
"Seychelles",2002,1.67695688572624,71.3,14532925.5244429,91.8364633538308,NA,379.14875625
"Sierra Leone",2002,2.89951504204564,51.6,425153.098286026,NA,"1.2",30.86195883
"Singapore",2002,4.99570238971778,78.9,47317731.40128,NA,"0.1",648.19969436
"Slovak Republic",2002,1.79858734277032,73.8,11558324.9719208,NA,"0.06",256.03033001
"Slovenia",2002,1.41411413649289,76.6,21412414.2762554,NA,"0.06",999.66421319
"South Africa",2002,1.60662837742062,54.8,6216087.30836708,NA,"17.7",210.54238782
"Spain",2002,1.1537754813797,79.6,29914645.8228168,NA,"0.4",1204.47333152
"Sri Lanka",2002,3.34344516658242,73.7,1766914.35387541,NA,"0.06",34.12795138
"Sudan",2002,3.23592413091742,63.3,765609.8885,NA,"0.4",14.96967666
"Swaziland",2002,1.49563707940051,45.1,3097400.3781482,NA,"24.5",57.6481106
"Sweden",2002,1.73516448889562,80,57501527.6765974,NA,"0.1",2594.84637472
"Switzerland",2002,1.03463751079289,80.4,71301375.4805762,NA,"0.3",4140.59920522
"Syria",2002,5.2100262385589,74.9,2538543.66927428,82.8882515294286,NA,57.28218237
"Tajikistan",2002,2.09464064001505,66.5,329193.630540444,NA,"0.1",8.70280153
"Tanzania",2002,1.30211986070764,55.4,664742.23834,69.4309003827679,"6.8",10.32342591
"Thailand",2002,1.41634665855019,71.7,4085596.59820154,NA,"1.6",72.62326312
"Tunisia",2002,1.49234678370394,75.5,4681611.81168636,NA,"0.06",127.77670703
"Turkey",2002,3.89213426798958,75.1,8155544.74655096,NA,"0.06",187.73602
"Uganda",2002,2.36147837385909,50.3,549201.089115174,68.1425103020109,"6.8",17.62924501
"Ukraine",2002,2.77489925158319,67.5,1490078.0021925,NA,"1",55.19271885
"United Arab Emirates",2002,5.64716092239028,73.8,66594138.5786212,NA,NA,916.81432725
"United Kingdom",2002,2.46073902143266,78.2,52429934.7002148,NA,"0.2",2054.22648768
"United States",2002,3.36839719740893,77.1,70855819.928983,NA,"0.5",5452.99608058
"Uruguay",2002,2.53117504849147,75,12240518.8711609,NA,"0.4",337.20198596
"Uzbekistan",2002,0.59728937999349,67.9,1180117.17603217,NA,"0.06",21.10805189
"Venezuela",2002,1.15355905516688,73.8,8754764.26800248,NA,NA,207.78299402
"Yemen",2002,6.92223191926335,63.3,1104143.03391842,NA,NA,27.71273522
"Zimbabwe",2002,10.674228644453,45.9,980773.722742136,NA,"22.5",NA
"Afghanistan",2003,2.00759902111664,51.4,NA,NA,NA,18.31276373
"Albania",2003,1.35922390513751,75.7,2762081.66434984,NA,NA,113.00532389
"Algeria",2003,3.24829525185791,73.9,3943025.60516894,NA,"0.06",79.62343553
"Angola",2003,4.80088108663032,53.9,657555.990145202,NA,"1.9",23.88995291
"Argentina",2003,1.06089406525612,74.5,13866311.1877691,NA,"0.4",283.27736226
"Armenia",2003,2.72675339630061,71.5,1766491.40275763,NA,"0.1",51.03744295
"Australia",2003,1.90311354149959,80.6,45651142.043773,NA,"0.1",2322.95951781
"Austria",2003,0.938239077166,79,48933412.5950814,NA,"0.2",3194.822203
"Azerbaijan",2003,2.42076540964108,67.6,1731002.54733165,NA,"0.06",56.92475905
"Bahrain",2003,4.77489768076398,75.3,29073776.5292476,NA,NA,639.45304413
"Bangladesh",2003,1.20267442854667,66.3,798791.913298548,NA,"0.06",NA
"Belarus",2003,1.29906358027392,68.2,3037999.64051996,NA,"0.1",118.42899414
"Belgium",2003,1.24350005069598,78.5,46194425.2348124,NA,"0.2",3010.8037569
"Belize",2003,0.865210269990205,69.6,7329303.22349444,NA,"2.4",166.35026625
"Benin",2003,0.972000580298854,57.9,717549.506013416,NA,"1.3",22.99008692
"Bolivia",2003,2.15008780471171,69.3,2039220.5416949,NA,"0.2",51.06554146
"Bosnia and Herzegovina",2003,2.41981434991274,76.7,3328306.66428144,NA,NA,177.91401269
"Botswana",2003,3.72228275518581,45.7,7383765.59789832,81.1887097498112,"26.1",263.35410308
